n,step_ratio,pattern,family,method_label,threshold_mode,threshold_range,gain_scheme,feedback_noise_alpha,feedback_bias_alpha,R,R_abs,R2,R2_norm,R2_max_norm,avg_switch_noidle,R_comparator,R_abs_comparator,comparator,log_R_ratio,log_R_abs_ratio
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.0,0.0,1.5432038,191.42019106,3.29851646,1.64925828,3.03457835,106.04698,1.5058149900000002,184.67119489,LFTA,0.024526371796493758,0.035894046043061324
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.0,0.05,1.50998211,188.36993626,3.24000526,1.62000268,3.06363918,110.5306,1.5042579699999998,184.25336542,LFTA,0.0037980696488189177,0.022095979006018094
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.0,0.1,1.46390775,183.88386683,3.1828607499999997,1.59143037,3.15779459,117.03008,1.50764834,183.92476451,LFTA,-0.029441644846130616,-0.00022238564668561117
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.0,0.2,1.42640457,178.60427526,3.18715273,1.5935764,3.48273398,126.45758,1.53018426,183.41558014000003,LFTA,-0.07023116809407402,-0.026581902122590408
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.05,0.0,1.54280415,191.19281519,3.2997735,1.64988673,3.07360092,106.69108,1.50641435,184.48896765,LFTA,0.02386941292502088,0.03569275669531729
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.05,0.05,1.50944374,188.17813139,3.24128155,1.62064084,3.0987743599999997,111.22844,1.50478508,184.10438601,LFTA,0.0030911148341113016,0.021886109603529325
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.05,0.1,1.46354757,183.72458798,3.18448242,1.59224128,3.1892067400000004,117.65062,1.50853094,183.73706296,LFTA,-0.030272958955342415,-6.78981328957578e-05
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.05,0.2,1.42789177,178.44692103,3.1898971599999997,1.59494855,3.51007104,127.0985,1.5307956100000002,183.253244,LFTA,-0.06958853705518694,-0.02657784737953709
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.1,0.0,1.54179568,190.71217417,3.30288715,1.65144353,3.1783308,108.29786,1.50771649,184.10704933,LFTA,0.022351515187244146,0.035247971678106206
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.1,0.05,1.50802848,187.71219695,3.2444428199999997,1.62222139,3.19530341,112.8413,1.50632498,183.71543114,LFTA,0.0011302590780775347,0.021521932024158707
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.1,0.1,1.46313645,183.30143583,3.18917761,1.59458878,3.2924192399999996,119.22256,1.5098522,183.35945971,LFTA,-0.03142938029356986,-0.00031649887506505147
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.1,0.2,1.4314042,178.05688320000002,3.19710096,1.59855049,3.6226723,128.62398000000002,1.53229051,182.84670953,LFTA,-0.0681077607702731,-0.026545081192448465
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.2,0.0,1.53909961,189.03425604,3.31766212,1.6588309899999998,3.4973923300000003,114.08212,1.51263111,182.61417894,LFTA,0.01734698514538444,0.03455263210487176
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.2,0.05,1.50565659,186.11018771,3.2606453099999997,1.63032267,3.52180933,118.5743,1.51106024,182.21376434,LFTA,-0.0035824746462918616,0.02115837815494123
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.2,0.1,1.46566261,181.91774439,3.21029623,1.60514802,3.61722671,124.70422,1.51431459,181.83328377,LFTA,-0.03265548701831564,0.0004643869843891974
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.2,0.2,1.44295626,176.70586033,3.2237591300000004,1.6118795499999998,3.95652385,134.09586,1.53685691,181.29679553000005,LFTA,-0.06304539579856594,-0.02564889844866082
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.4,0.0,1.5385305,182.79770407,3.3809625299999997,1.69048128,4.31119626,134.08452,1.53087806,176.66068062,LFTA,0.004986273873664459,0.03414926512806479
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.4,0.05,1.51164984,180.27262294,3.33344011,1.66671997,4.33572444,137.95418,1.52956721,176.25242433,LFTA,-0.01178316247296317,0.02255308031028055
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.4,0.1,1.48565348,176.65434471,3.29669689,1.64834844,4.43936145,143.55708,1.53297854,175.87022603000003,LFTA,-0.0313578717649184,0.004448597562985703
4,1.5,random,PTA,PTA-HT2-AgentPID,clamped,HT2,Agent,0.4,0.2,1.4816709600000002,171.74030963,3.32209494,1.6610474400000002,4.80955904,152.90042,1.55538152,175.19724436,LFTA,-0.04855038808864981,-0.019928941697337953
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.0,0.0,1.4302463399999998,178.52828512,3.10012694,1.55006351,3.06647672,112.28512,1.5058149900000002,184.67119489,LFTA,-0.0514875780555725,-0.0338298701212721
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.0,0.05,1.39513612,174.90180479999998,3.0745284099999997,1.5372642099999998,3.24536944,120.46572,1.5042579699999998,184.25336542,LFTA,-0.07530774585178135,-0.052087095400686664
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.0,0.1,1.38200998,172.18001386,3.1000054799999996,1.55000273,3.45054278,128.75943999999998,1.50764834,183.92476451,LFTA,-0.08701209936717198,-0.06598626373170702
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.0,0.2,1.41208257,170.11423491000002,3.22741347,1.61370676,3.87112024,139.32424,1.53018426,183.41558014000003,LFTA,-0.08032254482718965,-0.07528432646617281
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.05,0.0,1.42914492,178.26444015,3.09987646,1.54993819,3.08699794,112.94554,1.50641435,184.48896765,LFTA,-0.05265591695608966,-0.0343215990853687
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.05,0.05,1.39489469,174.71437582,3.0753543000000003,1.53767717,3.27001367,121.06368,1.50478508,184.10438601,LFTA,-0.07583116263235742,-0.05235040965472
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.05,0.1,1.38338685,171.9978853,3.10212395,1.55106203,3.47800877,129.46742,1.50853094,183.73706296,LFTA,-0.08660155827430548,-0.06602354798405735
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.05,0.2,1.4143611100000002,169.94920579,3.22970142,1.61485071,3.90419109,140.1376,1.5307956100000002,183.253244,LFTA,-0.07910969001843782,-0.07536944026895291
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.1,0.0,1.42699977,177.72239361,3.10113971,1.55056995,3.17028884,114.59302,1.50771649,184.10704933,LFTA,-0.0550220706146298,-0.03529463186134742
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.1,0.05,1.39457754,174.21509795000003,3.07846114,1.53923055,3.35286309,122.73666,1.50632498,183.71543114,LFTA,-0.07708136557224471,-0.053097259674549514
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.1,0.1,1.38540783,171.49578041,3.10671415,1.55335708,3.57906015,131.26492,1.5098522,183.35945971,LFTA,-0.08601720685378238,-0.06688982463428027
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.1,0.2,1.41841735,169.49747044,3.23447211,1.6172360499999998,4.01689405,142.07944,1.53229051,182.84670953,LFTA,-0.07722197348308352,-0.07581014592138079
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.2,0.0,1.42188956,175.74681365,3.1100084399999997,1.55500425,3.44307791,120.79654,1.51263111,182.61417894,LFTA,-0.0618639283587637,-0.038331214907865285
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.2,0.05,1.39446351,172.33852310999998,3.0913291700000003,1.54566455,3.62721664,128.92628000000002,1.51106024,182.21376434,LFTA,-0.0803017894751699,-0.055719827052388995
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.2,0.1,1.39108511,169.64954919,3.12363628,1.56181815,3.86936277,137.74074000000002,1.51431459,181.83328377,LFTA,-0.08487882348233673,-0.06935541009708131
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.2,0.2,1.42923355,167.78067501,3.25261757,1.6263088199999998,4.32450466,149.0459,1.53685691,181.29679553000005,LFTA,-0.07260104171783803,-0.0774778220507907
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.4,0.0,1.41988609,168.24865128000002,3.16028371,1.58014185,4.19843823,142.51864,1.53087806,176.66068062,LFTA,-0.07526481612853005,-0.04878788169469887
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.4,0.05,1.40603648,165.12096416,3.15224542,1.5761227,4.39166605,150.8157,1.52956721,176.25242433,LFTA,-0.0842100871104081,-0.06523887523817082
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.4,0.1,1.41492277,162.69513844,3.19304533,1.59652265,4.66316707,159.8686,1.53297854,175.87022603000003,LFTA,-0.08013765099594071,-0.07786823769584109
4,1.5,random,PTA,PTA-HT2-AgentPID,latent,HT2,Agent,0.4,0.2,1.46343379,161.47645937,3.3235774200000003,1.6617886999999998,5.12564707,171.59018,1.55538152,175.19724436,LFTA,-0.06093528075455011,-0.08155308021630639
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.0,0.0,1.73697226,11.63794504,3.73508253,1.86754131,5.92773764,182.2688,2.52499422,11.89245637,LFTA,-0.3740952565476748,-0.021633396856386634
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.0,0.05,1.7467095499999998,11.63244638,3.75979572,1.87989785,6.00547319,183.64028,2.50662639,11.8552479,LFTA,-0.36120402045522637,-0.01897233507995531
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.0,0.1,1.76320139,11.66467829,3.80625608,1.90312806,6.146447080000001,185.58418,2.56099875,11.84351234,LFTA,-0.37326619081114887,-0.01521490979132869
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.0,0.2,1.82924408,11.63228051,4.00314306,2.00157152,6.681465490000001,187.87444,2.6147407,11.702666079999998,LFTA,-0.3572621234227927,-0.0060326500589539265
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.05,0.0,1.73134816,11.612132570000002,3.72770357,1.86385181,6.030653170000001,187.9748,2.43320706,11.74625814,LFTA,-0.34030977672589846,-0.01148427096684605
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.05,0.05,1.7424592,11.60017182,3.75519146,1.87759572,6.11506109,188.66946,2.43305461,11.724418559999998,LFTA,-0.33385006034570447,-0.010653813265684538
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.05,0.1,1.76098086,11.5903547,3.80592916,1.90296456,6.26601541,190.15486,2.44001605,11.66791157,LFTA,-0.32613365652185744,-0.006669212276316472
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.05,0.2,1.82697861,11.552264,4.00063097,2.00031544,6.80257839,192.80634,2.52375382,11.575101300000002,LFTA,-0.3230838346546049,-0.0019749164789372685
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.1,0.0,1.7283736099999998,11.56739247,3.7287509,1.86437543,6.30668555,195.83028,2.46153272,11.59815971,LFTA,-0.3536033563327686,-0.002656293953349829
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.1,0.05,1.73862164,11.55562494,3.75453479,1.87726737,6.3694718,196.82908,2.47688434,11.573460829999998,LFTA,-0.3539088174544595,-0.001542291270206275
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.1,0.1,1.75746945,11.55318313,3.80755481,1.90377742,6.52241522,197.4446,2.50785419,11.55108319,LFTA,-0.3555525212162656,0.0001817794148231936
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.1,0.2,1.82654213,11.48036973,4.00779093,2.0038953900000003,7.09222079,199.18922,2.593906,11.52745437,LFTA,-0.35074021480621465,-0.004092929911649864
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.2,0.0,1.73806537,11.44085345,3.76716452,1.88358221,6.79385049,212.2566,2.67668391,11.36794097,LFTA,-0.43180604302815695,0.0063933873064743706
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.2,0.05,1.74827439,11.42324386,3.7946516,1.8973258,6.91880696,212.57616,2.69339473,11.3512601,LFTA,-0.43217314079867886,0.0063214548898138075
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.2,0.1,1.76935523,11.41295471,3.85249093,1.92624546,7.11923367,213.02702,2.7275095599999997,11.34758394,LFTA,-0.4327737403755371,0.00574423573662278
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.2,0.2,1.84654741,11.30165211,4.0656693100000005,2.03283466,7.75787735,213.14116,2.81428725,11.34880627,LFTA,-0.4213914017904005,-0.0041636444906040385
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.4,0.0,1.84353247,11.00320883,4.03946151,2.0197308,8.374987710000001,246.5329,3.1027586200000004,10.38023791,LFTA,-0.5206080414316367,0.0582831445633144
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.4,0.05,1.85551275,10.97192877,4.07031966,2.03515979,8.54041073,246.46522,3.11952417,10.36340428,LFTA,-0.5195194076171081,0.057059299764412375
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.4,0.1,1.88338712,10.88629389,4.1417299100000005,2.07086493,8.72757471,246.63012,3.17215858,10.36986537,LFTA,-0.5213404808433217,0.048600517193115304
4,1.5,scurve,PTA,PTA-HM,clamped,HM,Global,0.4,0.2,2.4355235,11.432143860000002,5.55520372,2.77760186,13.58020851,251.5988,3.62875653,10.92473635,LFTA,-0.3987283127121919,0.04539941655585349
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.0,0.0,2.29522525,11.95514491,4.78277578,2.3913878399999997,7.248625530000001,143.61984,2.52499422,11.89245637,LFTA,-0.09540778677134995,0.005257441506179651
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.0,0.05,2.30827118,11.96453878,4.82519754,2.41259879,7.34764108,143.62028,2.50662639,11.8552479,LFTA,-0.08243894393437881,0.0091765428806109
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.0,0.1,2.33681234,11.99144562,4.924125,2.4620624799999997,7.480054689999999,143.85582,2.56099875,11.84351234,LFTA,-0.0916095663234495,0.012413294777241879
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.0,0.2,2.45245646,11.8657715,5.30166231,2.65083122,7.85095205,145.1001,2.6147407,11.702666079999998,LFTA,-0.06407477491368531,0.01384122502048835
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.05,0.0,2.2956518399999997,11.88571272,4.78340924,2.39170463,7.22288931,150.6274,2.43320706,11.74625814,LFTA,-0.05819333566054473,0.011802333339050597
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.05,0.05,2.30805701,11.91103335,4.82484539,2.41242269,7.31973918,150.63306,2.43305461,11.724418559999998,LFTA,-0.05274145970932431,0.015791419490407875
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.05,0.1,2.33763626,11.90889607,4.9254468,2.46272341,7.45533057,150.858,2.44001605,11.66791157,LFTA,-0.0428643436224692,0.020443216605971145
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.05,0.2,2.45332354,11.78320286,5.30302821,2.6515141,7.880735489999999,152.09648,2.52375382,11.575101300000002,LFTA,-0.028303752047487373,0.017818679357740227
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.1,0.0,2.29584973,11.816876,4.78647796,2.39323908,7.2403151,159.97938,2.46153272,11.59815971,LFTA,-0.06968118512627479,0.018682239407689625
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.1,0.05,2.30888977,11.79898486,4.83007785,2.41503894,7.338781719999999,160.2173,2.47688434,11.573460829999998,LFTA,-0.07023466588437002,0.019298881476959063
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.1,0.1,2.33866678,11.80223625,4.93119638,2.46559819,7.49813367,160.4412,2.50785419,11.55108319,LFTA,-0.06984646825963264,0.021509810973753745
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.1,0.2,2.45717315,11.65023204,5.31258468,2.6562922500000004,8.01211125,162.45172,2.593906,11.52745437,LFTA,-0.054153284590101096,0.010594570679476637
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.2,0.0,2.30693735,11.60387202,4.83096911,2.41548454,7.52203414,180.78124,2.67668391,11.36794097,LFTA,-0.14865785901936943,0.02054163910751194
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.2,0.05,2.3206222,11.57773911,4.8746446500000005,2.43732234,7.62485808,181.09012,2.69339473,11.3512601,LFTA,-0.1489670400201794,0.01975545235886031
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.2,0.1,2.35224084,11.53919086,4.97795336,2.48897669,7.80999444,181.52574,2.7275095599999997,11.34758394,LFTA,-0.1480205210069417,0.016744289958670246
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.2,0.2,2.48894579,11.24531111,5.39089284,2.69544646,8.50419113,186.68316,2.81428725,11.34880627,LFTA,-0.12284978905674643,-0.00916131239983174
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.4,0.0,2.4390598299999997,10.26414981,5.19310739,2.59655368,9.0572051,228.64486,3.1027586200000004,10.38023791,LFTA,-0.24067894372606108,-0.011246574632597688
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.4,0.05,2.45890481,10.21404759,5.24652748,2.62326371,9.25088313,229.32936,3.11952417,10.36340428,LFTA,-0.2379644289485339,-0.014516793804520279
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.4,0.1,2.51303036,10.18692663,5.393135150000001,2.69656752,9.66353733,231.65418000000005,3.17215858,10.36986537,LFTA,-0.23292295655143488,-0.01779884424960907
4,1.5,scurve,PTA,PTA-HM,latent,HM,Global,0.4,0.2,4.0661988,12.44094491,9.38807398,4.694037,23.50967404,247.09608,3.62875653,10.92473635,LFTA,0.11381857139928489,0.12996343385457215
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.0,0.0,1.48246146,11.57291426,3.12978974,1.56489486,5.43336227,177.56408,2.52499422,11.89245637,LFTA,-0.5325349186912858,-0.027236890403833654
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.0,0.05,1.4944392,11.54675276,3.16416574,1.58208281,5.50785099,177.59934,2.50662639,11.8552479,LFTA,-0.5171867619336102,-0.026366379188329837
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.0,0.1,1.51611586,11.56866334,3.23483639,1.6174182199999998,5.66552553,177.7223,2.56099875,11.84351234,LFTA,-0.5242456100246152,-0.02348022935987216
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.0,0.2,1.5958802399999998,11.54621474,3.4806886500000003,1.74034437,6.1655773,177.891,2.6147407,11.702666079999998,LFTA,-0.4937394752823577,-0.013459030816063965
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.05,0.0,1.48153822,11.50597635,3.1286937,1.56434685,5.521622310000001,183.15962,2.43320706,11.74625814,LFTA,-0.4961292791128163,-0.02066815071236274
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.05,0.05,1.49326138,11.52313443,3.1628356600000003,1.58141783,5.6003780700000005,183.21654,2.43305461,11.724418559999998,LFTA,-0.48818493552774317,-0.017317019140691992
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.05,0.1,1.51559265,11.51913197,3.2341661599999996,1.61708305,5.77564382,183.49558,2.44001605,11.66791157,LFTA,-0.47619806656630825,-0.012833170526208179
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.05,0.2,1.59512125,11.4787713,3.47895017,1.73947514,6.2871703100000005,183.76336,2.52375382,11.575101300000002,LFTA,-0.4587976521080668,-0.008356996007255616
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.1,0.0,1.48239766,11.46216848,3.13715325,1.5685765800000002,5.69327192,190.07508,2.46153272,11.59815971,LFTA,-0.5071233953690193,-0.011794524810179487
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.1,0.05,1.49440275,11.44535337,3.1716175800000004,1.58580876,5.77527965,190.06777999999997,2.47688434,11.573460829999998,LFTA,-0.5052748271419246,-0.011130789061037224
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.1,0.1,1.51635602,11.48164033,3.24103696,1.62051852,5.95936504,190.0575,2.50785419,11.55108319,LFTA,-0.5031173817842238,-0.006029948681758414
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.1,0.2,1.59699128,11.37778184,3.4852423599999995,1.74262115,6.48839919,190.7258,2.593906,11.52745437,LFTA,-0.48504343878655004,-0.013069034430072339
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.2,0.0,1.49500788,11.377319,3.18816191,1.59408096,6.20544214,204.80856,2.67668391,11.36794097,LFTA,-0.5824472036301962,0.0008246140553050008
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.2,0.05,1.50711085,11.33220186,3.22183691,1.61091846,6.2952984700000005,204.94596,2.69339473,11.3512601,LFTA,-0.5806079057227236,-0.0016803647095889227
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.2,0.1,1.53037066,11.34007312,3.29148286,1.6457414499999998,6.484850740000001,205.15774,2.7275095599999997,11.34758394,LFTA,-0.5778789762585035,-0.0006621062945832526
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.2,0.2,1.61559157,11.23159766,3.53707474,1.76853738,7.04016075,206.18326,2.81428725,11.34880627,LFTA,-0.5550078455559639,-0.010381538173925453
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.4,0.0,1.59544008,10.98417244,3.4782569100000003,1.73912846,7.61925375,240.5014,3.1027586200000004,10.38023791,LFTA,-0.6651419827985456,0.05655157002765526
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.4,0.05,1.60843856,10.96665896,3.51163909,1.75581953,7.68977161,240.54484,3.11952417,10.36340428,LFTA,-0.6624166106858383,0.05657888505712043
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.4,0.1,1.63586298,10.93542302,3.5835823799999997,1.7917911599999998,7.92646971,241.10094,3.17215858,10.36986537,LFTA,-0.6622418146009506,0.05310329882212549
4,1.5,scurve,PTA,PTA-HM-AgentPID,clamped,HM,Agent,0.4,0.2,2.02410527,11.2925356,4.58172123,2.29086059,11.14269504,246.62158,3.62875653,10.92473635,LFTA,-0.5837622749305577,0.03311233310917846
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.0,0.0,2.22773973,11.92350204,4.6389229,2.3194614799999997,6.63556409,142.30376,2.52499422,11.89245637,LFTA,-0.12525127614827025,0.002607133171018564
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.0,0.05,2.23994182,11.91598408,4.67918721,2.33959351,6.730891199999999,142.3172,2.50662639,11.8552479,LFTA,-0.11248788903004818,0.005110068524594777
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.0,0.1,2.26889281,11.95620715,4.77712482,2.3885624,6.89478066,142.36964,2.56099875,11.84351234,LFTA,-0.12110535552023309,0.009470334498683718
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.0,0.2,2.38175122,11.82683182,5.14868483,2.5743424599999996,7.370364540000001,143.33968000000002,2.6147407,11.702666079999998,LFTA,-0.09332891006750457,0.010554147232065589
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.05,0.0,2.22954412,11.87051698,4.64256207,2.32128103,6.68381989,148.8568,2.43320706,11.74625814,LFTA,-0.08741303090906241,0.010523027467338441
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.05,0.05,2.24179742,11.84826429,4.68317913,2.34158955,6.7794362,148.92224,2.43305461,11.724418559999998,LFTA,-0.08186954534669276,0.010507660097868618
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.05,0.1,2.27070749,11.84127972,4.78078682,2.3903933900000003,6.93312638,149.13564,2.44001605,11.66791157,LFTA,-0.07191316461437502,0.014749234945991048
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.05,0.2,2.38188507,11.75121236,5.14808251,2.57404123,7.40214876,150.18854,2.52375382,11.575101300000002,LFTA,-0.05785518386557591,0.015100063288116843
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.1,0.0,2.23117961,11.79033909,4.64958585,2.32479288,6.7396632599999995,157.90864,2.46153272,11.59815971,LFTA,-0.09825379412622076,0.016434035112839442
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.1,0.05,2.24300927,11.78570251,4.6892007,2.34460032,6.83240684,157.98366,2.47688434,11.573460829999998,LFTA,-0.09918306744878774,0.018172527652897674
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.1,0.1,2.27138023,11.78788027,4.78584215,2.39292109,6.99785951,158.18506,2.50785419,11.55108319,LFTA,-0.09903980556760286,0.020292692630141662
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.1,0.2,2.38373673,11.66854282,5.1537006,2.57685022,7.495900450000001,159.89350000000002,2.593906,11.52745437,LFTA,-0.08449553670851608,0.012165046304667092
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.2,0.0,2.2411321,11.62942151,4.6921545600000005,2.34607724,7.00078304,178.08844000000002,2.67668391,11.36794097,LFTA,-0.177597541381769,0.022741025971559012
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.2,0.05,2.25390407,11.5906338,4.73381215,2.36690609,7.11210196,178.3262,2.69339473,11.3512601,LFTA,-0.17813852457878956,0.020868581138471048
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.2,0.1,2.28342785,11.53594365,4.83202612,2.41601301,7.291998670000001,178.97459999999998,2.7275095599999997,11.34758394,LFTA,-0.17771118685029913,0.01646284327674264
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.2,0.2,2.41342068,11.25498032,5.22860505,2.61430248,7.93034655,183.69322,2.81428725,11.34880627,LFTA,-0.1536639219290429,-0.008301838145882713
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.4,0.0,2.36786103,10.28259132,5.04633088,2.52316545,8.38764137,226.19286,3.1027586200000004,10.38023791,LFTA,-0.2703045645600561,-0.009451495321933118
4,1.5,scurve,PTA,PTA-HM-AgentPID,latent,HM,Agent,0.4,0.05,2.38668456,10.20053007,5.09761679,2.54880839,8.53921739,227.07128,3.11952417,10.36340428,LFTA,-0.267775291092188,-0.01584109472327419
