pop,n,step_ratio,pattern,family,threshold_range,threshold_mode,gain_scheme,kill_percent,config,repetitions,R,R_abs,R2_norm,R2_max_norm,post_removal_R,post_removal_R_abs,post_removal_R2_norm,post_removal_R2_max_norm
50,12,1.5,scurve,PTA,HT1,latent,Agent,30,PTA-HT1-latent-Agent,100,8.33338923,19.38710284,14.31364624,47.953204729999996,16.37507255,38.39970197,28.09766424,47.953204729999996
50,12,1.5,scurve,PTA,HT1,latent,Agent,40,PTA-HT1-latent-Agent,100,10.91922871,26.54619296,18.42046092,56.94388975,21.54675151,52.71788227,36.31129367,56.94388975
50,12,1.5,scurve,PTA,HT1,latent,Agent,50,PTA-HT1-latent-Agent,100,12.83761704,33.73273229,21.723944059999997,64.94032728,25.38352808,67.09096082,42.918259930000005,64.94032728
50,12,1.5,scurve,PTA,HT1,latent,Global,0,PTA-HT1-latent-Global,100,1.13835759,7.8530016499999995,1.7310116500000001,6.20712816,1.96484374,15.30694114,2.8976641499999998,6.20712816
50,12,1.5,scurve,PTA,HT1,latent,Global,5,PTA-HT1-latent-Global,100,1.4411834300000002,7.994402320000001,2.21923262,11.80387602,2.57049542,15.58974242,3.87410616,11.80387602
50,12,1.5,scurve,PTA,HT1,latent,Global,10,PTA-HT1-latent-Global,100,2.04564765,8.492838840000001,3.35089362,18.49852416,3.77942387,16.58661558,6.13742821,18.49852416
50,12,1.5,scurve,PTA,HT1,latent,Global,20,PTA-HT1-latent-Global,100,4.77548584,11.89916054,8.2776805,31.046868540000002,9.239100180000001,23.39925898,15.99100194,31.046868540000002
50,12,1.5,scurve,PTA,HT1,latent,Global,30,PTA-HT1-latent-Global,100,8.33288796,19.379374889999998,14.29800003,47.94424035,16.35390459,38.359687640000004,28.03164087,47.94424035
50,12,1.5,scurve,PTA,HT1,latent,Global,40,PTA-HT1-latent-Global,100,10.9200762,26.542292040000003,18.42319344,57.06011555,21.52828114,52.68552202,36.282027979999995,57.06011555
50,12,1.5,scurve,PTA,HT1,latent,Global,50,PTA-HT1-latent-Global,100,12.85148899,33.73188448,21.74835595,64.94032728,25.391106639999997,67.06470689,42.93235283,64.94032728
50,12,1.5,scurve,PTA,HT2,clamped,Agent,0,PTA-HT2-clamped-Agent,100,0.8195366799999999,7.67018478,1.43672088,3.71582178,1.08494152,14.60365348,1.8315679299999998,3.71582178
50,12,1.5,scurve,PTA,HT2,clamped,Agent,5,PTA-HT2-clamped-Agent,100,1.12322829,7.828844340000001,2.03754216,8.85633674,1.69232471,14.92097264,3.0332104600000003,8.85633674
50,12,1.5,scurve,PTA,HT2,clamped,Agent,10,PTA-HT2-clamped-Agent,100,1.8347595300000001,8.44071852,3.3881451800000004,18.005168429999998,3.1153872000000002,16.14472091,5.73441646,18.005168429999998
50,12,1.5,scurve,PTA,HT2,clamped,Agent,20,PTA-HT2-clamped-Agent,100,4.80297935,12.242877049999999,8.71704454,31.602462799999998,9.05182696,23.74903803,16.392215269999998,31.602462799999998
50,12,1.5,scurve,PTA,HT2,clamped,Agent,30,PTA-HT2-clamped-Agent,100,8.28018726,19.658603069999998,14.549954210000001,48.33914623,16.0062425,38.58049013,28.058034499999998,48.33914623
50,12,1.5,scurve,PTA,HT2,clamped,Agent,40,PTA-HT2-clamped-Agent,100,10.83973263,26.81375454,18.66806636,56.90442291,21.12533334,52.890792940000004,36.29425897,56.90442291
50,12,1.5,scurve,PTA,HT2,clamped,Agent,50,PTA-HT2-clamped-Agent,100,12.80666206,33.97599625,21.9899095,65.21243918,25.059192170000003,67.21527635000001,42.93794519,65.21243918
50,12,1.5,scurve,PTA,HT2,clamped,Global,0,PTA-HT2-clamped-Global,100,0.85659043,7.68641382,1.5013221200000002,3.77660466,1.14616322,14.62221352,1.94111581,3.77660466
50,12,1.5,scurve,PTA,HT2,clamped,Global,5,PTA-HT2-clamped-Global,100,1.16516126,7.8421342,2.1096782899999997,9.06321114,1.76330513,14.933654409999999,3.1578281199999996,9.06321114
50,12,1.5,scurve,PTA,HT2,clamped,Global,10,PTA-HT2-clamped-Global,100,1.88667487,8.45459356,3.46957043,18.14205518,3.20633226,16.15857318,5.87761235,18.14205518
50,12,1.5,scurve,PTA,HT2,clamped,Global,20,PTA-HT2-clamped-Global,100,4.87062744,12.2619165,8.81350229,31.84291142,9.174237470000001,23.773218980000003,16.56547606,31.84291142
50,12,1.5,scurve,PTA,HT2,clamped,Global,30,PTA-HT2-clamped-Global,100,8.34119461,19.67448701,14.62820539,48.594019779999996,16.115371789999998,38.59836008,28.19488234,48.594019779999996
50,12,1.5,scurve,PTA,HT2,clamped,Global,40,PTA-HT2-clamped-Global,100,10.8884056,26.821860029999996,18.72895183,57.106647960000004,21.20979369,52.893106180000004,36.39637502,57.106647960000004
50,12,1.5,scurve,PTA,HT2,clamped,Global,50,PTA-HT2-clamped-Global,100,12.84956643,33.97943734,22.04130632,65.21390244,25.132115279999997,67.2082607,43.02108412,65.21390244
50,12,1.5,scurve,PTA,HT2,latent,Agent,0,PTA-HT2-latent-Agent,100,1.14983202,7.906931879999999,1.88709677,5.28056934,1.74609144,15.077513,2.7328362399999997,5.28056934
50,12,1.5,scurve,PTA,HT2,latent,Agent,5,PTA-HT2-latent-Agent,100,1.46661631,8.07540021,2.46254981,10.43677903,2.37966007,15.414449620000001,3.8837422700000004,10.43677903
50,12,1.5,scurve,PTA,HT2,latent,Agent,10,PTA-HT2-latent-Agent,100,2.14343618,8.6763799,3.7456536899999997,19.11099694,3.73329989,16.616408980000003,6.449950139999999,19.11099694
50,12,1.5,scurve,PTA,HT2,latent,Agent,20,PTA-HT2-latent-Agent,100,4.91406892,12.26251814,8.76655208,31.453676650000002,9.274565209999999,23.78868543,16.491746889999998,31.453676650000002
50,12,1.5,scurve,PTA,HT2,latent,Agent,30,PTA-HT2-latent-Agent,100,8.40253339,19.66153623,14.58721666,48.04002268,16.25149417,38.58672172,28.13307596,48.04002268
50,12,1.5,scurve,PTA,HT2,latent,Agent,40,PTA-HT2-latent-Agent,100,10.953064690000001,26.810285869999998,18.697483560000002,56.89313253,21.352556559999996,52.884220940000006,36.35360988,56.89313253
50,12,1.5,scurve,PTA,HT2,latent,Agent,50,PTA-HT2-latent-Agent,100,12.91739746,33.97621642,22.02339143,65.21390244,25.281222160000002,67.21608193,43.00542555,65.21390244
50,12,1.5,scurve,PTA,HT2,latent,Global,0,PTA-HT2-latent-Global,100,1.1618346099999999,7.91283465,1.8922447,5.18092267,1.7564750699999998,15.07493576,2.72279161,5.18092267
50,12,1.5,scurve,PTA,HT2,latent,Global,5,PTA-HT2-latent-Global,100,1.47593266,8.078579150000001,2.46475977,10.386780329999999,2.38467121,15.406424640000001,3.8678218500000003,10.386780329999999
50,12,1.5,scurve,PTA,HT2,latent,Global,10,PTA-HT2-latent-Global,100,2.15253882,8.67686055,3.74186034,19.07618917,3.73788368,16.602987499999998,6.422022950000001,19.07618917
50,12,1.5,scurve,PTA,HT2,latent,Global,20,PTA-HT2-latent-Global,100,4.9221116899999995,12.26004788,8.76666356,31.453235,9.277029240000001,23.76936214,16.47162934,31.453235
50,12,1.5,scurve,PTA,HT2,latent,Global,30,PTA-HT2-latent-Global,100,8.40668164,19.65828268,14.58267334,48.03576373,16.24616916,38.56583182,28.103649089999998,48.03576373
50,12,1.5,scurve,PTA,HT2,latent,Global,40,PTA-HT2-latent-Global,100,10.95764196,26.80839854,18.703226830000002,56.954912619999995,21.34808958,52.8660636,36.34475594,56.954912619999995
50,12,1.5,scurve,PTA,HT2,latent,Global,50,PTA-HT2-latent-Global,100,12.928304149999999,33.97542724,22.039744489999997,65.21390244,25.28941403,67.20012086,43.017791280000004,65.21390244
50,12,1.5,scurve,SBTA,HM,clamped,,0,SBTA-HM,100,1.31018178,7.74136657,2.0101123000000003,5.31281257,2.13869847,14.816617200000001,3.07819416,5.31281257
50,12,1.5,scurve,SBTA,HM,clamped,,5,SBTA-HM,100,1.56106038,7.8705761700000005,2.42039174,10.967085449999999,2.6404555800000002,15.07503629,3.8987532600000003,10.967085449999999
50,12,1.5,scurve,SBTA,HM,clamped,,10,SBTA-HM,100,2.1961826099999997,8.36336541,3.5362368600000003,19.77417857,3.91070007,16.06061481,6.13044348,19.77417857
50,12,1.5,scurve,SBTA,HM,clamped,,20,SBTA-HM,100,4.91462417,11.686373410000002,8.35873776,33.09173665,9.347583100000001,22.70663076,15.77544528,33.09173665
50,12,1.5,scurve,SBTA,HM,clamped,,30,SBTA-HM,100,8.43871778,19.19455473,14.36274335,48.59733583,16.39577045,37.72299341,27.78345645,48.59733583
50,12,1.5,scurve,SBTA,HM,clamped,,40,SBTA-HM,100,10.99253212,26.362208409999997,18.53481896,57.81380093,21.503399060000003,52.05830074000001,36.12760755,57.81380093
50,12,1.5,scurve,SBTA,HM,clamped,,50,SBTA-HM,100,12.9394586,33.506513,21.84687503,63.49106798,25.39725203,66.34690996,42.75171983,63.49106798
50,12,1.5,scurve,SBTA,HT1,clamped,,0,SBTA-HT1,100,1.3174712,8.11108067,1.93100044,4.41784454,1.8957032,15.3084031,2.56975146,4.41784454
50,12,1.5,scurve,SBTA,HT1,clamped,,5,SBTA-HT1,100,1.56258344,8.224371099999999,2.36151846,8.90296226,2.3859274999999998,15.53498399,3.4307876499999996,8.90296226
50,12,1.5,scurve,SBTA,HT1,clamped,,10,SBTA-HT1,100,2.19199139,8.73346753,3.5372549600000003,18.003549109999998,3.6447434499999996,16.55317691,5.782260760000001,18.003549109999998
50,12,1.5,scurve,SBTA,HT1,clamped,,20,SBTA-HT1,100,4.9947798699999995,12.175325769999999,8.609442,31.50477137,9.250320389999999,23.436893289999997,15.92663477,31.50477137
50,12,1.5,scurve,SBTA,HT1,clamped,,30,SBTA-HT1,100,8.49457284,19.66943947,14.58371844,48.04999523000001,16.249906329999998,38.42512069,27.8751877,48.04999523000001
50,12,1.5,scurve,SBTA,HT1,clamped,,40,SBTA-HT1,100,11.05790965,26.868375340000004,18.79016085,57.24032544,21.37657972,52.822992379999995,36.28807244,57.24032544
50,12,1.5,scurve,SBTA,HT1,clamped,,50,SBTA-HT1,100,13.01800364,34.064235319999995,22.141642809999997,65.31176652,25.29676775,67.21471246,42.99103633,65.31176652
50,12,1.5,scurve,SBTA,HT2,clamped,,0,SBTA-HT2,100,1.23529302,8.05342847,2.01740832,4.34381157,1.61209181,15.02268575,2.50156702,4.34381157
50,12,1.5,scurve,SBTA,HT2,clamped,,5,SBTA-HT2,100,1.52139766,8.20465885,2.55922684,9.079238,2.18430106,15.32514643,3.58520395,9.079238
50,12,1.5,scurve,SBTA,HT2,clamped,,10,SBTA-HT2,100,2.20175725,8.80607292,3.85021476,18.15040179,3.5450201600000004,16.52797452,6.16717985,18.15040179
50,12,1.5,scurve,SBTA,HT2,clamped,,20,SBTA-HT2,100,5.04702283,12.44179645,8.986253269999999,31.56622779,9.23555128,23.799421699999996,16.439256880000002,31.56622779
50,12,1.5,scurve,SBTA,HT2,clamped,,30,SBTA-HT2,100,8.49564985,19.85463828,14.790785699999999,48.20109379,16.13280541,38.62510537,28.048321849999997,48.20109379
50,12,1.5,scurve,SBTA,HT2,clamped,,40,SBTA-HT2,100,11.06270862,27.01684677,18.95117999,57.07161319,21.26692275,52.9495224,36.36911044,57.07161319
50,12,1.5,scurve,SBTA,HT2,clamped,,50,SBTA-HT2,100,13.03687412,34.186497679999995,22.307355,65.42965472,25.21525387,67.28882422,43.081460390000004,65.42965472
50,12,1.5,scurve,SETA,HM,clamped,,0,SETA-HM-clamped,100,1.25320273,7.84065617,1.96552894,4.67631754,1.8361851100000002,14.82000102,2.71297978,4.67631754
50,12,1.5,scurve,SETA,HM,clamped,,5,SETA-HM-clamped,100,1.54873017,7.97305116,2.50020179,9.73366731,2.42724012,15.084790989999998,3.78232552,9.73366731
50,12,1.5,scurve,SETA,HM,clamped,,10,SETA-HM-clamped,100,2.24717802,8.57878253,3.80466639,18.69262391,3.8241356300000002,16.296253919999998,6.391254679999999,18.69262391
50,12,1.5,scurve,SETA,HM,clamped,,20,SETA-HM-clamped,100,5.18350063,12.1816903,9.00169096,32.14454326,9.696780969999999,23.50206928,16.78530387,32.14454326
50,12,1.5,scurve,SETA,HM,clamped,,30,SETA-HM-clamped,100,8.632810899999999,19.64955745,14.90946044,49.79743332,16.59540155,38.43780359,28.60084273,49.79743332
50,12,1.5,scurve,SETA,HM,clamped,,40,SETA-HM-clamped,100,11.09687656,26.762296510000002,18.93689203,57.743661339999996,21.52353278,52.66328178,36.6557059,57.743661339999996
50,12,1.5,scurve,SETA,HM,clamped,,50,SETA-HM-clamped,100,13.03157718,33.89626787,22.22192265,64.56635917,25.392934030000003,66.93122454,43.22576719,64.56635917
50,12,1.5,scurve,SETA,HM,latent,,0,SETA-HM-latent,100,1.10683859,7.44178286,2.03157751,6.55549115,1.77132093,14.25521833,3.17453783,6.55549115
50,12,1.5,scurve,SETA,HM,latent,,5,SETA-HM-latent,100,1.4549458100000001,7.644612990000001,2.6257538,11.882307780000001,2.46753532,14.660878740000001,4.36289037,11.882307780000001
50,12,1.5,scurve,SETA,HM,latent,,10,SETA-HM-latent,100,2.15922817,8.31099109,3.82961071,19.631944739999998,3.87610008,15.993634750000002,6.770604130000001,19.631944739999998
50,12,1.5,scurve,SETA,HM,latent,,20,SETA-HM-latent,100,4.82590232,11.71460487,8.403585960000001,31.46459909,9.20944837,22.800862379999998,15.91855457,31.46459909
50,12,1.5,scurve,SETA,HM,latent,,30,SETA-HM-latent,100,8.49962526,19.22160533,14.49359863,48.154673190000004,16.556894319999998,37.81486331,28.098579920000002,48.154673190000004
50,12,1.5,scurve,SETA,HM,latent,,40,SETA-HM-latent,100,11.12814545,26.32255175,18.53912936,57.65922674,21.81393462,52.01675617,36.18964148,57.65922674
50,12,1.5,scurve,SETA,HM,latent,,50,SETA-HM-latent,100,13.06448839,33.481686880000005,21.829396759999998,63.46450874,25.68662052,66.33502642,42.77017627,63.46450874
50,12,1.5,scurve,SETA,HT1,clamped,,0,SETA-HT1-clamped,100,1.25815433,8.0560603,1.85740581,4.25687113,1.80684731,15.229950969999999,2.46723531,4.25687113
50,12,1.5,scurve,SETA,HT1,clamped,,5,SETA-HT1-clamped,100,1.5137350799999998,8.16158288,2.31836957,8.78758889,2.31800879,15.44099617,3.38916288,8.78758889
50,12,1.5,scurve,SETA,HT1,clamped,,10,SETA-HT1-clamped,100,2.15467015,8.66665839,3.54258318,17.82887692,3.5998789799999997,16.45114712,5.83759011,17.82887692
50,12,1.5,scurve,SETA,HT1,clamped,,20,SETA-HT1-clamped,100,4.9514966099999995,12.21220531,8.78071402,31.69512349,9.19353196,23.54224108,16.31385194,31.69512349
50,12,1.5,scurve,SETA,HT1,clamped,,30,SETA-HT1-clamped,100,8.44397073,19.71098787,14.751651690000001,48.95260742000001,16.17848005,38.53980626,28.255727179999997,48.95260742000001
50,12,1.5,scurve,SETA,HT1,clamped,,40,SETA-HT1-clamped,100,10.97518078,26.878672390000002,18.859521219999998,57.41788885,21.24090004,52.8751752,36.47146616,57.41788885
50,12,1.5,scurve,SETA,HT1,clamped,,50,SETA-HT1-clamped,100,12.95286986,34.05344252,22.197835350000002,65.27681281,25.19627838,67.22471541,43.148094330000006,65.27681281
50,12,1.5,scurve,SETA,HT1,latent,,0,SETA-HT1-latent,100,1.19327692,7.89742098,1.76116536,5.59911711,2.0036784,15.30927534,2.83563603,5.59911711
50,12,1.5,scurve,SETA,HT1,latent,,5,SETA-HT1-latent,100,1.48266101,8.02582468,2.24443679,11.13856143,2.58244644,15.56608292,3.80217895,11.13856143
50,12,1.5,scurve,SETA,HT1,latent,,10,SETA-HT1-latent,100,2.09276637,8.52101208,3.38648345,18.60216295,3.80265721,16.55645763,6.08627221,18.60216295
50,12,1.5,scurve,SETA,HT1,latent,,20,SETA-HT1-latent,100,4.81379057,11.92296615,8.32218636,31.009781020000002,9.24470545,23.360365849999997,15.957677960000002,31.009781020000002
50,12,1.5,scurve,SETA,HT1,latent,,30,SETA-HT1-latent,100,8.363821960000001,19.40535386,14.33087532,47.99542134,16.344768549999998,38.325141290000005,27.97505585,47.99542134
50,12,1.5,scurve,SETA,HT1,latent,,40,SETA-HT1-latent,100,10.94842205,26.5727491,18.47217067,57.15133541,21.51396874,52.659931779999994,36.25764664,57.15133541
50,12,1.5,scurve,SETA,HT1,latent,,50,SETA-HT1-latent,100,12.890686189999998,33.764360780000004,21.814620960000003,64.93680973,25.39849692,67.04315501,42.942547139999995,64.93680973
50,12,1.5,scurve,SETA,HT2,clamped,,0,SETA-HT2-clamped,100,1.28399825,8.10424497,2.07766394,4.32141826,1.65235441,15.06717648,2.54126709,4.32141826
50,12,1.5,scurve,SETA,HT2,clamped,,5,SETA-HT2-clamped,100,1.5725591499999998,8.24989002,2.62754793,9.15787433,2.2294762599999998,15.358466510000001,3.64103497,9.15787433
50,12,1.5,scurve,SETA,HT2,clamped,,10,SETA-HT2-clamped,100,2.254835,8.84654251,3.93001041,18.363928559999998,3.5940279299999998,16.551771510000002,6.24595989,18.363928559999998
50,12,1.5,scurve,SETA,HT2,clamped,,20,SETA-HT2-clamped,100,5.11592798,12.51738448,9.12722577,31.67912072,9.31621383,23.89345561,16.64039062,31.67912072
50,12,1.5,scurve,SETA,HT2,clamped,,30,SETA-HT2-clamped,100,8.55014036,19.932440200000002,14.92398806,48.64943757,16.18463872,38.723567010000004,28.233915109999998,48.64943757
50,12,1.5,scurve,SETA,HT2,clamped,,40,SETA-HT2-clamped,100,11.095369550000001,27.08860161,19.04722594,57.18266113,21.275096939999997,53.03588973,36.48039103,57.18266113
50,12,1.5,scurve,SETA,HT2,clamped,,50,SETA-HT2-clamped,100,13.0440941,34.250972780000005,22.3819176,65.55854703,25.172546200000003,67.36063215,43.1497742,65.55854703
50,12,1.5,scurve,SETA,HT2,latent,,0,SETA-HT2-latent,100,1.23655518,8.001406789999999,1.9545662300000002,4.49286116,1.7402132499999998,15.07945216,2.60330226,4.49286116
50,12,1.5,scurve,SETA,HT2,latent,,5,SETA-HT2-latent,100,1.54563943,8.15463342,2.52567534,9.39096826,2.3583818,15.385905399999999,3.7455204500000003,9.39096826
50,12,1.5,scurve,SETA,HT2,latent,,10,SETA-HT2-latent,100,2.24027757,8.75798035,3.8267985299999996,18.63652326,3.7476580999999998,16.59259923,6.3477669,18.63652326
50,12,1.5,scurve,SETA,HT2,latent,,20,SETA-HT2-latent,100,5.03352915,12.345692,8.90031073,31.50531439,9.33416118,23.76802251,16.49479118,31.50531439
50,12,1.5,scurve,SETA,HT2,latent,,30,SETA-HT2-latent,100,8.48321866,19.74672602,14.679733980000002,48.15130331,16.233540230000003,38.57009063,28.053637690000002,48.15130331
50,12,1.5,scurve,SETA,HT2,latent,,40,SETA-HT2-latent,100,11.054667,26.907032559999998,18.85078581,57.027398350000006,21.376436629999997,52.890703620000004,36.39574142,57.027398350000006
50,12,1.5,scurve,SETA,HT2,latent,,50,SETA-HT2-latent,100,13.01638381,34.07035669,22.183829220000003,65.26096358,25.29987042,67.21735197,43.06182835,65.26096358
50,12,1.5,sharp,CT,HM,clamped,,0,CT-HM,100,0.7312935500000001,1.13480281,1.5158622199999998,2.0108305,0.7569055,1.19103197,1.52538266,1.97232164
50,12,1.5,sharp,CT,HM,clamped,,5,CT-HM,100,0.7568159,1.17147786,1.56827752,2.0863727499999998,0.8079502,1.26438205,1.6302131499999999,2.07299372
50,12,1.5,sharp,CT,HM,clamped,,10,CT-HM,100,0.7992713,1.23518649,1.65902742,2.26882115,0.892861,1.39179932,1.8117131499999999,2.26461027
50,12,1.5,sharp,CT,HM,clamped,,20,CT-HM,100,0.88633595,1.3656791400000001,1.84577315,2.6187494900000003,1.0669902999999998,1.65278456,2.1852046400000003,2.6187494900000003
50,12,1.5,sharp,CT,HM,clamped,,30,CT-HM,100,0.9997706,1.5340775199999999,2.08434033,3.13863577,1.2938596000000002,1.98958132,2.6623388799999996,3.13863577
50,12,1.5,sharp,CT,HM,clamped,,40,CT-HM,100,7.0388825,9.73392781,13.685922829999999,46.52207601,13.3720834,18.38928193,25.86550394,46.52207601
50,12,1.5,sharp,CT,HM,clamped,,50,CT-HM,100,16.3693436,18.04943402,25.433943669999998,80.50856576,32.0330056,35.02029435,49.361545580000005,80.50856576
50,12,1.5,sharp,CT,HT1,clamped,,0,CT-HT1,100,1.1534864,1.60425278,1.46298903,1.92557597,1.3015858,2.12321053,1.52835314,1.89004275
50,12,1.5,sharp,CT,HT1,clamped,,5,CT-HT1,100,1.1747393,1.62380339,1.4928559000000001,1.9723289099999999,1.3440915999999998,2.1623118299999997,1.5880867699999999,1.95652706
50,12,1.5,sharp,CT,HT1,clamped,,10,CT-HT1,100,1.20869705,1.6558642000000001,1.54406815,2.0639612,1.4120070999999998,2.22643353,1.6905113299999999,2.06173855
50,12,1.5,sharp,CT,HT1,clamped,,20,CT-HT1,100,1.2858403999999999,1.7333535800000002,1.66898871,2.33730634,1.5662938,2.38141222,1.9403525400000001,2.33730634
50,12,1.5,sharp,CT,HT1,clamped,,30,CT-HT1,100,1.42093025,1.8858033699999999,1.91433024,2.85774381,1.8364734999999999,2.6863118200000002,2.4310356,2.85774381
50,12,1.5,sharp,CT,HT1,clamped,,40,CT-HT1,100,6.8744732,9.28305591,12.61881153,43.63496868,12.743559399999999,17.480816830000002,23.839998089999998,43.63496868
50,12,1.5,sharp,CT,HT1,clamped,,50,CT-HT1,100,16.2038401,17.888941770000002,24.7394104,78.89771236,31.4022932,34.69258858,48.08119592,78.89771236
50,12,1.5,sharp,CT,HT2,clamped,,0,CT-HT2,100,0.9511168999999999,1.3298500100000001,1.4438564400000002,1.87071769,1.0386094,1.60074363,1.4706411,1.82713355
50,12,1.5,sharp,CT,HT2,clamped,,5,CT-HT2,100,0.97314785,1.3556074699999998,1.48428426,1.9312019699999998,1.0826713,1.65225863,1.5514967899999998,1.91673575
50,12,1.5,sharp,CT,HT2,clamped,,10,CT-HT2,100,1.01174435,1.40032116,1.55467301,2.06798724,1.1598643,1.7416860399999998,1.69227425,2.06659605
50,12,1.5,sharp,CT,HT2,clamped,,20,CT-HT2,100,1.0936061,1.50082677,1.70849653,2.39656758,1.3235877999999999,1.9426972699999998,1.99992133,2.39656758
50,12,1.5,sharp,CT,HT2,clamped,,30,CT-HT2,100,1.21629335,1.6619301899999999,1.95384317,2.90118436,1.5689623,2.2649042,2.4906145900000003,2.90118436
50,12,1.5,sharp,CT,HT2,clamped,,40,CT-HT2,100,6.9592886,9.49779014,13.13828386,45.058890840000004,13.0549528,17.936624079999998,24.85949602,45.058890840000004
50,12,1.5,sharp,CT,HT2,clamped,,50,CT-HT2,100,16.2883153,17.96260008,25.07190226,79.80354019,31.7130062,34.86624396,48.72673265,79.80354019
50,12,1.5,sharp,LFTA,HM,clamped,,0,LFTA-HM,100,1.6398637,2.10699251,2.5436815100000003,4.38398687,2.3222358,2.5654972099999998,3.11005881,4.38398687
50,12,1.5,sharp,LFTA,HM,clamped,,5,LFTA-HM,100,1.6767915500000001,2.13079945,2.57816558,4.50716225,2.3960915,2.61311116,3.1790268,4.50716225
50,12,1.5,sharp,LFTA,HM,clamped,,10,LFTA-HM,100,1.7372409500000001,2.17083365,2.63374233,4.71761738,2.5169903,2.6931794200000003,3.29018035,4.71761738
50,12,1.5,sharp,LFTA,HM,clamped,,20,LFTA-HM,100,1.8271350499999999,2.22762096,2.71716922,5.1274488499999995,2.6967784999999997,2.8067541699999996,3.4570342099999998,5.1274488499999995
50,12,1.5,sharp,LFTA,HM,clamped,,30,LFTA-HM,100,1.91792965,2.2754730100000002,2.77718592,5.33845164,2.8783677,2.9024582800000003,3.57706759,5.33845164
50,12,1.5,sharp,LFTA,HM,clamped,,40,LFTA-HM,100,7.2426756,9.456945560000001,13.112209270000001,42.76471914,13.5278596,17.26540321,24.24711425,42.76471914
50,12,1.5,sharp,LFTA,HM,clamped,,50,LFTA-HM,100,16.593894600000002,18.164529520000002,25.49507169,78.89765971,32.2302976,34.68057116,49.01283909,78.89765971
50,12,1.5,sharp,LFTA,HT1,clamped,,0,LFTA-HT1,100,3.1561954500000002,3.8418650100000002,3.4444845299999995,4.7655142,4.4802637,5.92903517,4.51594282,4.7655142
50,12,1.5,sharp,LFTA,HT1,clamped,,5,LFTA-HT1,100,3.16906365,3.85256985,3.4592153100000003,4.79713941,4.5060001,5.950444790000001,4.5454044,4.79713941
50,12,1.5,sharp,LFTA,HT1,clamped,,10,LFTA-HT1,100,3.19192005,3.87218507,3.48526925,4.85374054,4.5517129,5.989675170000001,4.59751232,4.85374054
50,12,1.5,sharp,LFTA,HT1,clamped,,20,LFTA-HT1,100,3.2350464,3.91034719,3.53687898,4.94977389,4.6379656,6.06599954,4.70073179,4.94977389
50,12,1.5,sharp,LFTA,HT1,clamped,,30,LFTA-HT1,100,3.2904013500000002,3.9608152899999998,3.6061512199999997,5.08245209,4.7486755,6.166935710000001,4.83927628,5.08245209
50,12,1.5,sharp,LFTA,HT1,clamped,,40,LFTA-HT1,100,6.798140399999999,8.40864747,10.36459591,33.772609360000004,11.7641536,15.06260004,18.35616557,33.772609360000004
50,12,1.5,sharp,LFTA,HT1,clamped,,50,LFTA-HT1,100,16.13997165,17.90293766,23.80428551,74.26806902,30.4478161,34.0511804,45.23554486,74.26806902
50,12,1.5,sharp,LFTA,HT2,clamped,,0,LFTA-HT2,100,1.10894465,1.53698723,1.87071555,2.56449445,1.3202790999999998,1.86683402,2.07000419,2.55453112
50,12,1.5,sharp,LFTA,HT2,clamped,,5,LFTA-HT2,100,1.13223965,1.5636449200000002,1.9083555799999998,2.63715643,1.3668691000000002,1.92014935,2.14528418,2.63620059
50,12,1.5,sharp,LFTA,HT2,clamped,,10,LFTA-HT2,100,1.17496505,1.61001845,1.97125936,2.76387763,1.4523199,2.0128965400000003,2.2710918799999997,2.76387763
50,12,1.5,sharp,LFTA,HT2,clamped,,20,LFTA-HT2,100,1.2494636,1.6965668299999999,2.09125888,3.0187151599999997,1.6013169999999999,2.18599322,2.51109076,3.0187151599999997
50,12,1.5,sharp,LFTA,HT2,clamped,,30,LFTA-HT2,100,1.3363468,1.8018879300000001,2.23766163,3.31842659,1.7750834,2.39663553,2.80389643,3.31842659
50,12,1.5,sharp,LFTA,HT2,clamped,,40,LFTA-HT2,100,7.0553375,9.56089677,13.27605638,44.80624484,13.2130648,17.914653,24.88068573,44.80624484
50,12,1.5,sharp,LFTA,HT2,clamped,,50,LFTA-HT2,100,16.38316965,18.03410104,25.22057505,79.55060499,31.8687291,34.86106169,48.76972325,79.55060499
50,12,1.5,sharp,PTA,HM,clamped,Agent,0,PTA-HM-clamped-Agent,100,0.5909498,0.79446382,1.11432682,1.99877553,0.6721165,0.87149922,1.20920334,1.91403633
50,12,1.5,sharp,PTA,HM,clamped,Agent,5,PTA-HM-clamped-Agent,100,0.6110765,0.82186914,1.15525481,2.04566673,0.7123699000000001,0.9263098200000001,1.29105938,1.99398165
50,12,1.5,sharp,PTA,HM,clamped,Agent,10,PTA-HM-clamped-Agent,100,0.63936155,0.86667799,1.22069148,2.14285775,0.7689400000000001,1.01592767,1.42193255,2.13249074
50,12,1.5,sharp,PTA,HM,clamped,Agent,20,PTA-HM-clamped-Agent,100,0.69662075,0.95433578,1.3471184,2.34673666,0.8834584,1.1912432,1.67478641,2.34673666
50,12,1.5,sharp,PTA,HM,clamped,Agent,30,PTA-HM-clamped-Agent,100,0.77987495,1.07504081,1.52019084,2.6305657100000004,1.0499668,1.43265316,2.0209313399999997,2.6305657100000004
50,12,1.5,sharp,PTA,HM,clamped,Agent,40,PTA-HM-clamped-Agent,100,6.98189285,9.55507137,13.523593479999999,47.20973436,13.454002599999999,18.39271435,26.027736700000002,47.20973436
