pop,n,step_ratio,pattern,family,threshold_range,threshold_mode,gain_scheme,kill_percent,config,repetitions,R,R_abs,R2_norm,R2_max_norm,post_removal_R,post_removal_R_abs,post_removal_R2_norm,post_removal_R2_max_norm,comparator_post_removal_R,comparator_post_removal_R_abs,comparator,post_removal_R_reduction_percent,post_removal_R_pta_lower,post_removal_R_abs_reduction_percent,post_removal_R_abs_pta_lower
100,4,2.5,random,PTA,HT2,clamped,Agent,40,PTA-HT2-clamped-Agent,100,1.2644104,141.55233701999998,1.3532746900000001,3.00709094,1.5317115000000001,221.51010037,1.6390244200000001,3.00709094,1.5437219999999998,219.23439519,CT,0.7780222086618993,True,-1.0380237909419998,False
100,4,2.5,random,PTA,HT2,clamped,Agent,50,PTA-HT2-clamped-Agent,100,1.34877161,145.62919237,1.45311776,3.5417828000000005,1.70043375,229.66381106,1.83871065,3.5417828000000005,1.74877575,228.39009190000002,CT,2.764333848979783,True,-0.5576945783434706,False
100,4,2.5,random,PTA,HT2,clamped,Global,0,PTA-HT2-clamped-Global,100,1.0025261399999998,125.44696727,1.06163969,1.89319904,1.01636325,188.99178107,1.07479345,1.8533044699999999,0.9712365,183.95908097,CT,-4.646319408300648,False,-2.7357714951950163,False
100,4,2.5,random,PTA,HT2,clamped,Global,5,PTA-HT2-clamped-Global,100,1.03391404,127.44318457,1.0938306500000001,1.9665513000000001,1.079139,192.98421555000002,1.1391754,1.9547250299999999,1.036797,188.13891001,CT,-4.083923853946336,False,-2.5753872708960124,False
100,4,2.5,random,PTA,HT2,clamped,Global,10,PTA-HT2-clamped-Global,100,1.06703402,129.55777185,1.12832775,2.08128304,1.145379,197.21339018999998,1.2081696499999999,2.0789179,1.10507025,192.41024364,CT,-3.6476187826067985,False,-2.4963050090964334,False
100,4,2.5,random,PTA,HT2,clamped,Global,20,PTA-HT2-clamped-Global,100,1.13371205,133.73623726,1.2000549,2.38628525,1.278735,205.57032099,1.35162389,2.38628525,1.24863375,201.51662944,CT,-2.410734933282077,False,-2.0115915799430173,False
100,4,2.5,random,PTA,HT2,clamped,Global,30,PTA-HT2-clamped-Global,100,1.1992856600000001,137.80021319,1.27439147,2.71786834,1.40988225,213.69827278,1.50029706,2.71786834,1.3885919999999998,210.32910304,CT,-1.5332257423346762,False,-1.6018561821942612,False
100,4,2.5,random,PTA,HT2,clamped,Global,40,PTA-HT2-clamped-Global,100,1.27019179,141.81745944,1.35866115,3.1390639,1.5516945000000002,221.73276535000002,1.66883632,3.1390639,1.5437219999999998,219.23439519,CT,-0.5164466140924695,False,-1.1395885932199645,False
100,4,2.5,random,PTA,HT2,clamped,Global,50,PTA-HT2-clamped-Global,100,1.36424073,146.01177131,1.46794603,3.7945713100000003,1.73979225,230.12138909,1.88740622,3.7945713100000003,1.74877575,228.39009190000002,CT,0.5137022285447435,True,-0.7580439132000683,False
100,4,2.5,random,PTA,HT2,latent,Agent,0,PTA-HT2-latent-Agent,100,0.84048721,106.2027768,0.92457707,1.8242731699999999,0.8396729999999999,159.33271671,0.92467638,1.76400312,0.9712365,183.95908097,CT,13.545979789680484,True,13.386870672623152,True
100,4,2.5,random,PTA,HT2,latent,Agent,5,PTA-HT2-latent-Agent,100,0.8731696200000001,108.30900810000001,0.95807343,1.88788624,0.9050377500000001,163.54517929,0.99166921,1.8602508800000002,1.036797,188.13891001,CT,12.708297767065291,True,13.072112897163478,True
100,4,2.5,random,PTA,HT2,latent,Agent,10,PTA-HT2-latent-Agent,100,0.90784882,110.54555264000001,0.9936166,1.9854044899999999,0.9743962500000001,168.0182682,1.06275542,1.97722028,1.10507025,192.41024364,CT,11.824949590308842,True,12.677066968241801,True
100,4,2.5,random,PTA,HT2,latent,Agent,20,PTA-HT2-latent-Agent,100,0.97768053,114.95564617,1.06645949,2.23264832,1.11405975,176.8384552,1.20844117,2.23264832,1.24863375,201.51662944,CT,10.777700026128556,True,12.246222214305014,True
100,4,2.5,random,PTA,HT2,latent,Agent,30,PTA-HT2-latent-Agent,100,1.05133878,119.63430955,1.14508413,2.56763067,1.26137625,186.19578205000002,1.36569056,2.56763067,1.3885919999999998,210.32910304,CT,9.161492360606982,True,11.47407593204558,True
100,4,2.5,random,PTA,HT2,latent,Agent,40,PTA-HT2-latent-Agent,100,1.13528446,124.61581265000001,1.23835216,3.02161152,1.4292675,196.15878818000002,1.55222663,3.02161152,1.5437219999999998,219.23439519,CT,7.4141911561796725,True,10.52554139144154,True
100,4,2.5,random,PTA,HT2,latent,Agent,50,PTA-HT2-latent-Agent,100,1.23404526,129.49424059999998,1.35092313,3.6428252199999998,1.626789,205.91564407,1.7773684399999998,3.6428252199999998,1.74877575,228.39009190000002,CT,6.975551324976914,True,9.840377769032283,True
100,4,2.5,random,PTA,HT2,latent,Global,0,PTA-HT2-latent-Global,100,0.9569614,121.1278432,1.02361978,1.84775363,0.95549925,181.69561115,1.0232510499999998,1.79572533,0.9712365,183.95908097,CT,1.6203314022897541,True,1.2304202695865518,True
100,4,2.5,random,PTA,HT2,latent,Global,5,PTA-HT2-latent-Global,100,0.99111522,123.31544608,1.05935104,1.93785707,1.0238070000000001,186.07081687000002,1.0947135799999999,1.92366918,1.036797,188.13891001,CT,1.2528971437995917,True,1.0992373347384898,True
100,4,2.5,random,PTA,HT2,latent,Global,10,PTA-HT2-latent-Global,100,1.0246579,125.43361012999999,1.0944853399999999,2.0618027100000003,1.09089225,190.30714501999998,1.16498204,2.05928822,1.10507025,192.41024364,CT,1.282995357082506,True,1.0930284064994633,True
100,4,2.5,random,PTA,HT2,latent,Global,20,PTA-HT2-latent-Global,100,1.09343702,129.82005118,1.16800207,2.35598708,1.2284505000000001,199.08002711,1.3120155299999998,2.35598708,1.24863375,201.51662944,CT,1.6164267544425903,True,1.2091321380131914,True
100,4,2.5,random,PTA,HT2,latent,Global,30,PTA-HT2-latent-Global,100,1.16349335,134.15631919999998,1.2468866,2.7157831199999998,1.36856325,207.75256313000003,1.46978464,2.7157831199999998,1.3885919999999998,210.32910304,CT,1.442378322790272,True,1.2250039926761769,True
100,4,2.5,random,PTA,HT2,latent,Global,40,PTA-HT2-latent-Global,100,1.24045202,138.45517732,1.3358880199999998,3.18162515,1.5224805000000001,216.35027935000002,1.64778742,3.18162515,1.5437219999999998,219.23439519,CT,1.3759925686101293,True,1.3155398529051232,True
100,4,2.5,random,PTA,HT2,latent,Global,50,PTA-HT2-latent-Global,100,1.34182917,142.97130994,1.4521918299999999,3.86871765,1.7252347499999998,225.38254468,1.8803952000000002,3.86871765,1.74877575,228.39009190000002,CT,1.3461417222877303,True,1.3168466263049905,True
100,4,2.5,scurve,PTA,HM,clamped,Agent,0,PTA-HM-clamped-Agent,100,1.04082196,11.224461369999998,1.17820524,3.0613113800000002,1.16263122,21.69594912,1.29154505,3.0613113800000002,1.04718647,22.33863015,CT,-11.024278226207418,False,2.876993914508219,True
100,4,2.5,scurve,PTA,HM,clamped,Agent,5,PTA-HM-clamped-Agent,100,1.04767837,11.220182549999999,1.18411017,3.1893185,1.17634403,21.68739157,1.3033548300000002,3.1893185,1.22330588,22.440788480000002,CT,3.8389294752674608,True,3.3572657692997554,True
100,4,2.5,scurve,PTA,HM,clamped,Agent,10,PTA-HM-clamped-Agent,100,1.05042261,11.28513811,1.18681832,3.3276095,1.18183237,21.817302719999997,1.30877106,3.3276095,1.42105764,22.56568944,CT,16.83431152025614,True,3.316480633086305,True
100,4,2.5,scurve,PTA,HM,clamped,Agent,20,PTA-HM-clamped-Agent,100,1.06868043,11.311327200000001,1.20179577,3.7566463,1.21834803,21.86968078,1.33872615,3.7566463,1.92508429,22.85892417,CT,36.7119644407882,True,4.3276025706331485,True
100,4,2.5,scurve,PTA,HM,clamped,Agent,30,PTA-HM-clamped-Agent,100,1.12751015,11.40320494,1.25988326,4.27856217,1.3360074800000001,22.05343628,1.45490098,4.27856217,2.63898267,23.30392651,CT,49.37414727319902,True,5.366006580321992,True
100,4,2.5,scurve,PTA,HM,clamped,Agent,40,PTA-HM-clamped-Agent,100,1.36745405,11.69517654,1.5178197199999999,5.18827496,1.8158953,22.637379420000002,1.9707739599999998,5.18827496,3.74408434,24.012852929999998,CT,51.49961552415243,True,5.728072020470232,True
100,4,2.5,scurve,PTA,HM,clamped,Agent,50,PTA-HM-clamped-Agent,100,7.06667559,15.64954693,9.16692966,29.813639870000003,13.21433835,30.546120209999998,17.26899392,29.813639870000003,13.58191124,30.78192059,CT,2.7063414235653616,True,0.766035307350521,True
100,4,2.5,scurve,PTA,HM,clamped,Global,0,PTA-HM-clamped-Global,100,0.99020981,11.142971110000001,1.10780162,3.01046311,1.19270783,21.64409522,1.3078943799999998,3.01046311,1.04718647,22.33863015,CT,-13.89641331022926,False,3.109120502628493,True
100,4,2.5,scurve,PTA,HM,clamped,Global,5,PTA-HM-clamped-Global,100,1.00347832,11.19834935,1.1217920399999999,3.16935649,1.21924493,21.75485173,1.3358752999999999,3.16935649,1.22330588,22.440788480000002,CT,0.3319652154373798,True,3.056651733121296,True
100,4,2.5,scurve,PTA,HM,clamped,Global,10,PTA-HM-clamped-Global,100,1.02420502,11.239797679999999,1.14326415,3.3537581999999997,1.26069826,21.83774845,1.3788194200000001,3.3537581999999997,1.42105764,22.56568944,CT,11.284509191337222,True,3.2258752471779117,True
100,4,2.5,scurve,PTA,HM,clamped,Global,20,PTA-HM-clamped-Global,100,1.10363891,11.3174126,1.2236429800000002,3.91363722,1.419566,21.99297822,1.53957711,3.91363722,1.92508429,22.85892417,CT,26.259540562766727,True,3.7882183061636154,True
100,4,2.5,scurve,PTA,HM,clamped,Global,30,PTA-HM-clamped-Global,100,1.25298913,11.43448717,1.3770286099999998,4.70716646,1.71826647,22.22712729,1.84634842,4.70716646,2.63898267,23.30392651,CT,34.889058214239796,True,4.6206772044957045,True
100,4,2.5,scurve,PTA,HM,clamped,Global,40,PTA-HM-clamped-Global,100,1.5043393900000002,11.63424915,1.6336795100000001,5.61734682,2.2209670299999997,22.62665133,2.35965026,5.61734682,3.74408434,24.012852929999998,CT,40.68063568247504,True,5.772748469500566,True
100,4,2.5,scurve,PTA,HM,clamped,Global,50,PTA-HM-clamped-Global,100,7.039616720000001,15.6176073,8.95038909,29.831801759999998,13.29152175,30.593367670000003,16.99306928,29.831801759999998,13.58191124,30.78192059,CT,2.138060578284273,True,0.612544364958334,True
100,4,2.5,scurve,PTA,HM,latent,Agent,0,PTA-HM-latent-Agent,100,0.79722212,11.09504857,0.8907579699999999,2.41806331,1.10544031,21.789398230000003,1.21484206,2.41806331,1.04718647,22.33863015,CT,-5.562890819244459,False,2.4586642793761326,True
100,4,2.5,scurve,PTA,HM,latent,Agent,5,PTA-HM-latent-Agent,100,0.83006857,11.12275038,0.9221263199999999,2.60054193,1.1711333000000002,21.84480184,1.27757898,2.60054193,1.22330588,22.440788480000002,CT,4.264884265904123,True,2.655818624783024,True
100,4,2.5,scurve,PTA,HM,latent,Agent,10,PTA-HM-latent-Agent,100,0.8709639199999999,11.16255565,0.9605699400000001,2.8159653,1.2529240799999999,21.92441245,1.35446622,2.8159653,1.42105764,22.56568944,CT,11.831579189145348,True,2.841823165674129,True
100,4,2.5,scurve,PTA,HM,latent,Agent,20,PTA-HM-latent-Agent,100,1.00598946,11.24419109,1.09154554,3.3481269100000004,1.5229750100000001,22.08768328,1.61641733,3.3481269100000004,1.92508429,22.85892417,CT,20.887879148398213,True,3.373915956255613,True
100,4,2.5,scurve,PTA,HM,latent,Agent,30,PTA-HM-latent-Agent,100,1.22886658,11.40964392,1.3181907899999998,4.18533567,1.96872932,22.4185889,2.06970778,4.18533567,2.63898267,23.30392651,CT,25.39817171288965,True,3.7990920097524805,True
100,4,2.5,scurve,PTA,HM,latent,Agent,40,PTA-HM-latent-Agent,100,1.6358687699999999,11.63985894,1.73074024,5.6430262,2.78273372,22.879019,2.8948068,5.6430262,3.74408434,24.012852929999998,CT,25.67652148562445,True,4.7217793458580015,True
100,4,2.5,scurve,PTA,HM,latent,Agent,50,PTA-HM-latent-Agent,100,7.224524219999999,15.35146328,8.96280578,29.62878677,13.960044700000001,30.302227809999998,17.35893777,29.62878677,13.58191124,30.78192059,CT,-2.784096091619004,False,1.5583588379337043,True
100,4,2.5,scurve,PTA,HM,latent,Global,0,PTA-HM-latent-Global,100,0.87737707,11.10766356,0.97769999,2.72114534,1.21306037,21.77236645,1.32895929,2.72114534,1.04718647,22.33863015,CT,-15.839958283647416,False,2.5349078981013573,True
100,4,2.5,scurve,PTA,HM,latent,Global,5,PTA-HM-latent-Global,100,0.90880775,11.14543406,1.0083629299999999,2.9150989800000002,1.27592166,21.84790768,1.3902851200000002,2.9150989800000002,1.22330588,22.440788480000002,CT,-4.301113961783631,False,2.64197846937686,True
100,4,2.5,scurve,PTA,HM,latent,Global,10,PTA-HM-latent-Global,100,0.95161332,11.19209474,1.04921859,3.1502925900000003,1.36153289,21.94122895,1.4719962999999998,3.1502925900000003,1.42105764,22.56568944,CT,4.188763940637886,True,2.7673007361923574,True
100,4,2.5,scurve,PTA,HM,latent,Global,20,PTA-HM-latent-Global,100,1.08703744,11.28150278,1.18074017,3.72101311,1.63238111,22.12004504,1.7350396799999999,3.72101311,1.92508429,22.85892417,CT,15.204694231856209,True,3.2323442892806975,True
100,4,2.5,scurve,PTA,HM,latent,Global,30,PTA-HM-latent-Global,100,1.30796798,11.42918568,1.4064462700000002,4.58883476,2.07424226,22.41541088,2.18645192,4.58883476,2.63898267,23.30392651,CT,21.399928708133565,True,3.812729282418259,True
100,4,2.5,scurve,PTA,HM,latent,Global,40,PTA-HM-latent-Global,100,1.72739095,11.696236599999999,1.83369043,6.130562190000001,2.91308811,22.949512610000003,3.04094008,6.130562190000001,3.74408434,24.012852929999998,CT,22.19491214773224,True,4.428213186911789,True
100,4,2.5,scurve,PTA,HM,latent,Global,50,PTA-HM-latent-Global,100,7.41840044,15.47420808,9.19857881,30.310089440000002,14.295107100000001,30.50545561,17.770716919999998,30.310089440000002,13.58191124,30.78192059,CT,-5.251071424318932,False,0.8981407745227377,True
100,4,2.5,scurve,PTA,HT1,clamped,Agent,0,PTA-HT1-clamped-Agent,100,0.55853557,11.07304402,0.65882383,3.0646963499999997,0.60613032,21.72343507,0.71992608,3.0646963499999997,1.95846824,23.56379654,CT,69.05079655516906,True,7.81012290135823,True
100,4,2.5,scurve,PTA,HT1,clamped,Agent,5,PTA-HT1-clamped-Agent,100,0.53336704,11.0847692,0.63102944,3.0704164000000005,0.55579334,21.7468853,0.6643372399999999,3.0704164000000005,2.05289462,23.645605099999997,CT,72.9263580027308,True,8.029905734998499,True
100,4,2.5,scurve,PTA,HT1,clamped,Agent,10,PTA-HT1-clamped-Agent,100,0.50688834,11.10044534,0.60024921,3.08604522,0.50283592,21.77823769,0.60277687,3.08604522,2.16389048,23.739026990000003,CT,76.76241359498009,True,8.259771139002359,True
100,4,2.5,scurve,PTA,HT1,clamped,Agent,20,PTA-HT1-clamped-Agent,100,0.47287117,11.14572165,0.56040634,3.1361733,0.43480164000000004,21.868790410000003,0.52309108,3.1361733,2.41606368,23.953453850000002,CT,82.00371771657939,True,8.702976418576059,True
100,4,2.5,scurve,PTA,HT1,clamped,Agent,30,PTA-HT1-clamped-Agent,100,0.5311031700000001,11.22730335,0.61981263,3.20286199,0.55126564,22.031953750000003,0.64190372,3.20286199,2.76687741,24.24511315,CT,80.07625354099082,True,9.128270040678277,True
100,4,2.5,scurve,PTA,HT1,clamped,Agent,40,PTA-HT1-clamped-Agent,100,0.76204079,11.37209059,0.8422855,3.3975764600000002,1.01314076,22.32152815,1.08684933,3.3975764600000002,3.37952602,24.70799355,CT,70.0212173540241,True,9.658677444490438,True
100,4,2.5,scurve,PTA,HT1,clamped,Agent,50,PTA-HT1-clamped-Agent,100,5.901360019999999,14.744238900000001,7.65808499,25.59148103,11.291779409999998,29.06582473,14.71844843,25.59148103,12.861840299999999,31.12360799,CT,12.207124745593367,True,6.611647533477372,True
100,4,2.5,scurve,PTA,HT1,clamped,Global,0,PTA-HT1-clamped-Global,100,0.60810999,11.11258417,0.72131213,3.45802565,0.67987462,21.78478251,0.81982461,3.45802565,1.95846824,23.56379654,CT,65.2853895654698,True,7.549776738990632,True
100,4,2.5,scurve,PTA,HT1,clamped,Global,5,PTA-HT1-clamped-Global,100,0.58627319,11.124615859999999,0.6958032799999999,3.46333625,0.63620091,21.80884576,0.76880685,3.46333625,2.05289462,23.645605099999997,CT,69.00956806053688,True,7.767867780215942,True
100,4,2.5,scurve,PTA,HT1,clamped,Global,10,PTA-HT1-clamped-Global,100,0.5642291,11.139533489999998,0.6688814999999999,3.48250926,0.5921128499999999,21.83868121,0.7149633,3.48250926,2.16389048,23.739026990000003,CT,72.63665349643759,True,8.005154469054343,True
100,4,2.5,scurve,PTA,HT1,clamped,Global,20,PTA-HT1-clamped-Global,100,0.5382576,11.18061905,0.63599938,3.56163596,0.54016986,21.92085218,0.64919898,3.56163596,2.41606368,23.953453850000002,CT,77.64256528205415,True,8.485630851936621,True
100,4,2.5,scurve,PTA,HT1,clamped,Global,30,PTA-HT1-clamped-Global,100,0.59771716,11.260876470000001,0.69648584,3.6842489599999997,0.6590889799999999,22.081367059999998,0.7701719,3.6842489599999997,2.76687741,24.24511315,CT,76.1793212226197,True,8.924462742711526,True
100,4,2.5,scurve,PTA,HT1,clamped,Global,40,PTA-HT1-clamped-Global,100,0.82320249,11.401494479999998,0.91476073,3.9547451799999997,1.11005959,22.3626031,1.20672169,3.9547451799999997,3.37952602,24.70799355,CT,67.15339419105878,True,9.492435900364725,True
100,4,2.5,scurve,PTA,HT1,clamped,Global,50,PTA-HT1-clamped-Global,100,6.10842125,14.87419191,7.947965040000001,26.34723511,11.680497279999999,29.307997930000003,15.27313036,26.34723511,12.861840299999999,31.12360799,CT,9.184867736229007,True,5.833546228262964,True
100,4,2.5,scurve,PTA,HT1,latent,Agent,0,PTA-HT1-latent-Agent,100,1.12042899,11.439807120000001,1.26061109,4.8753763,1.72369003,22.45148902,1.91576165,4.8753763,1.95846824,23.56379654,CT,11.987848728146854,True,4.72040877670894,True
100,4,2.5,scurve,PTA,HT1,latent,Agent,5,PTA-HT1-latent-Agent,100,1.11543761,11.4536446,1.25344116,4.949440210000001,1.7137074300000001,22.479164110000003,1.90142168,4.949440210000001,2.05289462,23.645605099999997,CT,16.522386813990476,True,4.933013915554207,True
100,4,2.5,scurve,PTA,HT1,latent,Agent,10,PTA-HT1-latent-Agent,100,1.1106988800000002,11.470737280000002,1.24632822,5.05884973,1.70422986,22.51334935,1.88719585,5.05884973,2.16389048,23.739026990000003,CT,21.242323687287534,True,5.163133436413869,True
100,4,2.5,scurve,PTA,HT1,latent,Agent,20,PTA-HT1-latent-Agent,100,1.1225056100000002,11.51838856,1.2564990600000001,5.35185608,1.72784337,22.60865191,1.9075374299999999,5.35185608,2.41606368,23.953453850000002,CT,28.48518918176859,True,5.614229782566427,True
100,4,2.5,scurve,PTA,HT1,latent,Agent,30,PTA-HT1-latent-Agent,100,1.21331384,11.59987873,1.3446033800000001,5.80351726,1.90945982,22.771632049999997,2.08374617,5.80351726,2.76687741,24.24511315,CT,30.988636753516307,True,6.077435443934009,True
100,4,2.5,scurve,PTA,HT1,latent,Agent,40,PTA-HT1-latent-Agent,100,1.4461745199999998,11.74476307,1.56270939,6.644573789999999,2.37518108,23.06140078,2.51995824,6.644573789999999,3.37952602,24.70799355,CT,29.718514787467154,True,6.66421078129188,True
100,4,2.5,scurve,PTA,HT1,latent,Agent,50,PTA-HT1-latent-Agent,100,7.1794389999999995,15.560584120000001,9.00034107,30.65101943,13.841710149999999,30.69304293,17.39522152,30.65101943,12.861840299999999,31.12360799,CT,-7.618426501532594,False,1.3834034284789243,True
100,4,2.5,scurve,PTA,HT1,latent,Global,0,PTA-HT1-latent-Global,100,1.16191059,11.479063100000001,1.2966798600000002,4.8748526199999995,1.78849623,22.51877585,1.97202451,4.8748526199999995,1.95846824,23.56379654,CT,8.678823915980372,True,4.434857041080176,True
100,4,2.5,scurve,PTA,HT1,latent,Global,5,PTA-HT1-latent-Global,100,1.16135538,11.493405359999999,1.2942414199999999,4.947114930000001,1.78738589,22.54746029,1.9671474599999998,4.947114930000001,2.05289462,23.645605099999997,CT,12.93338330245125,True,4.644181467785735,True
100,4,2.5,scurve,PTA,HT1,latent,Global,10,PTA-HT1-latent-Global,100,1.1609009399999999,11.509168950000001,1.2919697700000001,5.05921531,1.78647699,22.57898757,1.9626041900000002,5.05921531,2.16389048,23.739026990000003,CT,17.44143215603038,True,4.886634235213883,True
100,4,2.5,scurve,PTA,HT1,latent,Global,20,PTA-HT1-latent-Global,100,1.18218075,11.55534865,1.31232351,5.34895159,1.82903648,22.67134695,2.00331162,5.34895159,2.41606368,23.953453850000002,CT,24.29684303685241,True,5.352492830590283,True
100,4,2.5,scurve,PTA,HT1,latent,Global,30,PTA-HT1-latent-Global,100,1.27921544,11.63529763,1.4065591599999998,5.79760855,2.02310608,22.831244820000002,2.19178297,5.79760855,2.76687741,24.24511315,CT,26.881253477724563,True,5.831560039553785,True
100,4,2.5,scurve,PTA,HT1,latent,Global,40,PTA-HT1-latent-Global,100,1.5094771800000002,11.77855026,1.6217033,6.64261146,2.48362947,23.11775009,2.62207137,6.64261146,3.37952602,24.70799355,CT,26.509532540897563,True,6.436149729365626,True
100,4,2.5,scurve,PTA,HT1,latent,Global,50,PTA-HT1-latent-Global,100,7.187488849999999,15.55480603,8.97280872,30.6478766,13.83965287,30.67026167,17.32428218,30.6478766,12.861840299999999,31.12360799,CT,-7.602431278827182,False,1.4565995052554959,True
100,4,2.5,scurve,PTA,HT2,clamped,Agent,0,PTA-HT2-clamped-Agent,100,0.40154505999999995,11.02946624,0.46555641000000003,1.83434418,0.43326211000000003,21.76081526,0.50951149,1.8324253400000001,1.49976812,22.928626570000002,CT,71.11139353995603,True,5.093245800984758,True
100,4,2.5,scurve,PTA,HT2,clamped,Agent,5,PTA-HT2-clamped-Agent,100,0.38778453,11.04858074,0.44918405,1.8854516799999999,0.40574111,21.79904415,0.4767667,1.88413572,1.64651975,23.0316714,CT,75.35765301327238,True,5.351879282195737,True
100,4,2.5,scurve,PTA,HT2,clamped,Agent,10,PTA-HT2-clamped-Agent,100,0.38525781000000003,11.07212968,0.44673309000000005,1.9721406300000002,0.40068762,21.84614203,0.47186473,1.97162891,1.80005994,23.13611731,CT,77.74031791408012,True,5.575591023833725,True
100,4,2.5,scurve,PTA,HT2,clamped,Agent,20,PTA-HT2-clamped-Agent,100,0.45349809999999996,11.15550452,0.5212133099999999,2.20893821,0.53716825,22.012891749999998,0.62082517,2.20893821,2.17544757,23.38784256,CT,75.30769036185046,True,5.878912543868264,True
100,4,2.5,scurve,PTA,HT2,clamped,Agent,30,PTA-HT2-clamped-Agent,100,0.6635466999999999,11.2880169,0.73880629,2.5728943500000003,0.9572653099999999,22.277916599999998,1.0560112,2.5728943500000003,2.7187123000000004,23.7586976,CT,64.78975322250906,True,6.232584903980609,True
100,4,2.5,scurve,PTA,HT2,clamped,Agent,40,PTA-HT2-clamped-Agent,100,1.10495476,11.54368581,1.20217967,3.50324478,1.8400815700000002,22.789254340000003,1.98275788,3.50324478,3.55136367,24.343962110000003,CT,48.186619535926035,True,6.38642043137817,True
100,4,2.5,scurve,PTA,HT2,clamped,Agent,50,PTA-HT2-clamped-Agent,100,6.34092012,15.01684608,8.06285212,26.49791641,12.31201248,29.73557489,15.70410285,26.49791641,13.19558994,30.90798426,CT,6.6960057414454655,True,3.7932249484069036,True
100,4,2.5,scurve,PTA,HT2,clamped,Global,0,PTA-HT2-clamped-Global,100,0.44947676999999997,11.057241730000001,0.52094769,2.2266729,0.50899326,21.802599909999998,0.60082547,2.22374827,1.49976812,22.928626570000002,CT,66.06186961755127,True,4.9110078903431,True
100,4,2.5,scurve,PTA,HT2,clamped,Global,5,PTA-HT2-clamped-Global,100,0.43955092,11.075301609999999,0.50842049,2.32522078,0.48914135999999997,21.83871959,0.5757709,2.32300917,1.64651975,23.0316714,CT,70.29240857876135,True,5.1796145806422,True
100,4,2.5,scurve,PTA,HT2,clamped,Global,10,PTA-HT2-clamped-Global,100,0.44058701,11.09994162,0.50955954,2.45561182,0.49121375,21.887999639999997,0.57804902,2.45445586,1.80005994,23.13611731,CT,72.71125593739951,True,5.394672119251986,True
100,4,2.5,scurve,PTA,HT2,clamped,Global,20,PTA-HT2-clamped-Global,100,0.5099811,11.177425699999999,0.58653177,2.75147405,0.6300019,22.042967779999998,0.73199343,2.75147405,2.17544757,23.38784256,CT,71.0403546981369,True,5.7503156888020435,True
100,4,2.5,scurve,PTA,HT2,clamped,Global,30,PTA-HT2-clamped-Global,100,0.71637237,11.308913319999998,0.80129638,3.1725138700000004,1.04278434,22.30594305,1.16152276,3.1725138700000004,2.7187123000000004,23.7586976,CT,61.64418206369244,True,6.114621998471847,True
100,4,2.5,scurve,PTA,HT2,clamped,Global,40,PTA-HT2-clamped-Global,100,1.14501632,11.55709652,1.24788056,3.97794371,1.9000722100000003,22.80230946,2.0546911,3.97794371,3.55136367,24.343962110000003,CT,46.49739124013734,True,6.33279267784731,True
100,4,2.5,scurve,PTA,HT2,clamped,Global,50,PTA-HT2-clamped-Global,100,6.51021964,15.105847599999999,8.28592403,27.07884943,12.63047904,29.899811460000002,16.13077813,27.07884943,13.19558994,30.90798426,CT,4.282573970315406,True,3.2618523146614176,True
100,4,2.5,scurve,PTA,HT2,latent,Agent,0,PTA-HT2-latent-Agent,100,0.98234734,11.376274650000001,1.10118366,3.8091638899999998,1.5912384099999999,22.45154374,1.77668114,3.8091638899999998,1.49976812,22.928626570000002,CT,-6.09896215156247,False,2.080730080118365,True
100,4,2.5,scurve,PTA,HT2,latent,Agent,5,PTA-HT2-latent-Agent,100,0.99192267,11.39790088,1.11551788,3.9914189199999996,1.61038895,22.49479621,1.8053496000000002,3.9914189199999996,1.64651975,23.0316714,CT,2.194373921114523,True,2.331030087551522,True
100,4,2.5,scurve,PTA,HT2,latent,Agent,10,PTA-HT2-latent-Agent,100,1.0128364,11.42489159,1.14008102,4.213161400000001,1.6522164000000001,22.548777610000002,1.85447592,4.213161400000001,1.80005994,23.13611731,CT,8.213256498558586,True,2.538626910169295,True
100,4,2.5,scurve,PTA,HT2,latent,Agent,20,PTA-HT2-latent-Agent,100,1.11596219,11.508896320000002,1.24041492,4.73787683,1.8584680900000001,22.716787150000002,2.05514367,4.73787683,2.17544757,23.38784256,CT,14.570770832229252,True,2.8692488769686553,True
100,4,2.5,scurve,PTA,HT2,latent,Agent,30,PTA-HT2-latent-Agent,100,1.3296034,11.641877019999999,1.4402184399999998,5.43817155,2.28575047,22.98274851,2.45475079,5.43817155,2.7187123000000004,23.7586976,CT,15.925253657770277,True,3.2659580212006323,True
100,4,2.5,scurve,PTA,HT2,latent,Agent,40,PTA-HT2-latent-Agent,100,1.73346714,11.876891370000001,1.8361317,6.51699582,3.09347789,23.452777219999998,3.24657721,6.51699582,3.55136367,24.343962110000003,CT,12.893238275425622,True,3.6608046215859225,True
100,4,2.5,scurve,PTA,HT2,latent,Agent,50,PTA-HT2-latent-Agent,100,7.200315359999999,15.50261944,8.80611987,29.86337649,14.027174379999998,30.704233300000002,17.18655351,29.86337649,13.19558994,30.90798426,CT,-6.301987586619395,False,0.6592178845635233,True
100,4,2.5,scurve,PTA,HT2,latent,Global,0,PTA-HT2-latent-Global,100,1.0146805700000001,11.401694950000001,1.1325967,3.8089208,1.6401704899999998,22.492033109999998,1.8248684,3.8089208,1.49976812,22.928626570000002,CT,-9.361605179339328,False,1.904141352152544,True
