pop,n,step_ratio,pattern,family,threshold_range,threshold_mode,gain_scheme,kill_percent,config,repetitions,R,R_abs,R2_norm,R2_max_norm,post_removal_R,post_removal_R_abs,post_removal_R2_norm,post_removal_R2_max_norm,comparator_post_removal_R,comparator_post_removal_R_abs,comparator,post_removal_R_reduction_percent,post_removal_R_pta_lower,post_removal_R_abs_reduction_percent,post_removal_R_abs_pta_lower
50,4,1.5,random,PTA,HM,latent,Agent,20,PTA-HM-latent-Agent,100,1.3133097,152.16097368,1.4819858199999998,3.4327486599999997,1.4664168000000002,231.80310907999998,1.64236083,3.4327486599999997,1.6396298999999999,257.42568918,CT,10.564158411602499,True,9.953388949493657,True
50,4,1.5,random,PTA,HM,latent,Agent,30,PTA-HM-latent-Agent,100,1.40901375,156.32620409999998,1.5857779600000002,4.09955133,1.6578249,240.13356985,1.84994507,4.09955133,1.8403992,264.94444764,CT,9.920364016676375,True,9.364558499339626,True
50,4,1.5,random,PTA,HM,latent,Agent,40,PTA-HM-latent-Agent,100,1.5271479,160.63349309,1.7137494000000002,5.08111315,1.8940932000000001,248.74814798,2.10588812,5.08111315,2.0882307,272.99709125000004,CT,9.296745804953444,True,8.882491443029261,True
50,4,1.5,random,PTA,HM,latent,Agent,50,PTA-HM-latent-Agent,100,1.6762683,165.16421017000002,1.87585599,6.554739540000001,2.192334,257.80958213,2.43010116,6.554739540000001,2.4051264,281.36134156,CT,8.847451842863652,True,8.370645128224774,True
50,4,1.5,random,PTA,HM,latent,Global,0,PTA-HM-latent-Global,100,1.2064941,149.77901669000002,1.3597313500000001,2.7191137,1.2075585,224.26357255,1.35850062,2.63135834,1.3138632000000001,242.38948617999998,CT,8.091002168262273,True,7.478011491199565,True
50,4,1.5,random,PTA,HM,latent,Global,5,PTA-HM-latent-Global,100,1.2340038,151.33555449,1.38912298,2.8168341299999997,1.2625779,227.37664818000002,1.4172839,2.7911388599999998,1.372989,245.34208848999998,CT,8.041659474329377,True,7.322608371262895,True
50,4,1.5,random,PTA,HM,latent,Global,10,PTA-HM-latent-Global,100,1.27891545,153.67842735,1.4370947799999998,3.0761206800000003,1.3524011999999999,232.06239383,1.5132274899999998,3.07064084,1.4697924,250.03519211,CT,7.986923867615603,True,7.188107453327241,True
50,4,1.5,random,PTA,HM,latent,Global,20,PTA-HM-latent-Global,100,1.3595286,157.55012877,1.52494023,3.6206980700000004,1.5136275000000001,239.8057967,1.68891844,3.6206980700000004,1.6396298999999999,257.42568918,CT,7.68480740684222,True,6.844651959999082,True
50,4,1.5,random,PTA,HM,latent,Global,30,PTA-HM-latent-Global,100,1.45505685,161.47656845,1.62880517,4.28588899,1.704684,247.65867618000001,1.89664815,4.28588899,1.8403992,264.94444764,CT,7.374226200489542,True,6.524300325586552,True
50,4,1.5,random,PTA,HM,latent,Global,40,PTA-HM-latent-Global,100,1.57079535,165.60219949999998,1.75510545,5.21268315,1.9361609999999998,255.90993812,2.1492488,5.21268315,2.0882307,272.99709125000004,CT,7.282227006814912,True,6.259097139739234,True
50,4,1.5,random,PTA,HM,latent,Global,50,PTA-HM-latent-Global,100,1.7232666,170.14205128,1.92056631,6.64931695,2.2411035,264.98964175000003,2.4801705999999997,6.64931695,2.4051264,281.36134156,CT,6.819720576847854,True,5.818745290034366,True
50,4,1.5,random,PTA,HT1,clamped,Agent,0,PTA-HT1-clamped-Agent,100,1.75714935,212.79451356,1.8754872900000001,3.8035738199999996,1.7857479,319.69721569,1.9076860400000002,3.76088614,1.7428587,324.2586531,CT,-2.460853539073482,False,1.4067280445383412,True
50,4,1.5,random,PTA,HT1,clamped,Agent,5,PTA-HT1-clamped-Agent,100,1.7724793500000002,213.44007430000002,1.894212,3.85386811,1.8164079000000002,320.98833715,1.94513555,3.82403363,1.7751711000000001,325.88097303,CT,-2.3229760781932507,False,1.5013567176103915,True
50,4,1.5,random,PTA,HT1,clamped,Agent,10,PTA-HT1-clamped-Agent,100,1.7967244500000001,214.48132857000002,1.9237297,3.9411410399999998,1.8648981,323.07084572,2.0041708700000003,3.9205248,1.8295542,328.17944454999997,CT,-1.9318312625010048,False,1.5566480213301759,True
50,4,1.5,random,PTA,HT1,clamped,Agent,20,PTA-HT1-clamped-Agent,100,1.8437545499999999,216.31140384,1.97962675,4.10551856,1.9589583,326.73099631,2.11596497,4.09791138,1.9442985,332.11304688999996,CT,-0.7539891637009521,False,1.6205477714287264,True
50,4,1.5,random,PTA,HT1,clamped,Agent,30,PTA-HT1-clamped-Agent,100,1.90325115,218.25552775,2.04718382,4.39766992,2.0779515,330.6192441,2.25107914,4.39766992,2.0985717,336.55463227,CT,0.9825825822391332,True,1.7635734590746521,True
50,4,1.5,random,PTA,HT1,clamped,Agent,40,PTA-HT1-clamped-Agent,100,1.98094665,220.21582757,2.1330822,5.186654979999999,2.2333425,334.53984369,2.42287599,5.186654979999999,2.2972446,341.34652745,CT,2.781684632102299,True,1.9940685528130997,True
50,4,1.5,random,PTA,HT1,clamped,Agent,50,PTA-HT1-clamped-Agent,100,2.0895063,222.51598414,2.25420276,6.67059027,2.4504618,339.14015688,2.6651172,6.67059027,2.551893,346.47186780000004,CT,3.9747434551527183,True,2.116105693242676,True
50,4,1.5,random,PTA,HT1,clamped,Global,0,PTA-HT1-clamped-Global,100,1.77866925,216.69175941,1.9041242500000002,3.70124421,1.7984505000000002,325.09539484,1.92500884,3.6415925700000003,1.7428587,324.2586531,CT,-3.18969059281744,False,-0.2580476209348648,False
50,4,1.5,random,PTA,HT1,clamped,Global,5,PTA-HT1-clamped-Global,100,1.7950371,217.3655144,1.92414651,3.74748884,1.8311861999999999,326.44290467999997,1.96505335,3.71198112,1.7751711000000001,325.88097303,CT,-3.155476111570299,False,-0.17243462997400538,False
50,4,1.5,random,PTA,HT1,clamped,Global,10,PTA-HT1-clamped-Global,100,1.8216230999999998,218.4295606,1.9559751499999998,3.86055356,1.8843582,328.57099709,2.02871071,3.8431056100000003,1.8295542,328.17944454999997,CT,-2.995483817861211,False,-0.11931050116100739,False
50,4,1.5,random,PTA,HT1,clamped,Global,20,PTA-HT1-clamped-Global,100,1.87501905,220.2787788,2.01857559,4.11236799,1.9911501,332.26943357999994,2.15391157,4.11236799,1.9442985,332.11304688999996,CT,-2.409691721718654,False,-0.04708839097542494,False
