pop,n,step_ratio,pattern,threshold_range,added_term,comparison,baseline,with_term,baseline_mean_r2,with_term_mean_r2,condition_mean_reduction,relative_reduction_percent,term_reduced_error,wilcoxon_statistic,p_value,q_value,significant,baseline_mean_r2_norm,with_term_mean_r2_norm,condition_mean_reduction_norm
500,4,2.5,random,HT2,I,P $\rightarrow$ PI,P,PI,2.01212619,2.00382192,0.0083042699999999,0.4127111928303062,True,2165.0,0.2157913619929484,0.3537866152644963,False,1.006063095,1.00191096,0.0041521349999999
500,4,2.5,scurve,HT1,I,P $\rightarrow$ PI,P,PI,2.48035212,2.48144327,-0.00109115,-0.0439917377537512,False,2508.0,0.9533889759974612,0.9829930600286004,False,1.24017606,1.240721635,-0.000545575
500,4,2.5,scurve,HT2,I,P $\rightarrow$ PI,P,PI,2.22030781,2.21660717,0.0037006399999999,0.1666723858436546,True,2342.0,0.5292093269572754,0.6912121821482781,False,1.110153905,1.108303585,0.0018503199999999
500,4,2.5,sharp,HT1,I,P $\rightarrow$ PI,P,PI,2.34576077,2.35055863,-0.0047978599999999,-0.204533218449211,False,2406.0,0.6824217651170663,0.8087961660646712,False,1.172880385,1.175279315,-0.0023989299999999
500,4,2.5,sharp,HT2,I,P $\rightarrow$ PI,P,PI,1.83944143,1.87116417,-0.0317227399999999,-1.724585490063687,False,1546.0,0.0007623353083655,0.00147846847683,True,0.919720715,0.935582085,-0.0158613699999999
500,4,2.5,zigzag,HT1,I,P $\rightarrow$ PI,P,PI,3.91789993,3.910521750000001,0.00737818,0.1883197665030715,True,2312.0,0.4639469189039841,0.6317575065926592,False,1.958949965,1.9552608750000005,0.00368909
500,4,2.5,zigzag,HT2,I,P $\rightarrow$ PI,P,PI,2.992886299999999,2.97955708,0.01332922,0.4453633938582977,True,2231.0,0.3120798490408729,0.4755502461575207,False,1.4964431499999995,1.48977854,0.00666461
500,12,1.5,random,HT1,I,P $\rightarrow$ PI,P,PI,5.37815157,5.375333750000002,0.0028178199999999,0.0523938376098973,True,2515.0,0.9725715413852294,0.9829930600286004,False,1.5525386283410545,1.551725193773291,0.0008134345677639
500,12,1.5,random,HT2,I,P $\rightarrow$ PI,P,PI,4.353988879999999,4.355125470000001,-0.0011365899999999,-0.0261045682780887,False,2459.0,0.8204786096104631,0.8900106951706719,False,1.2568883259583186,1.257216431229548,-0.000328105271229
500,12,1.5,scurve,HT1,I,P $\rightarrow$ PI,P,PI,7.61823189,7.532943100000001,0.08528879,1.119535231159786,True,1214.0,6.555148111526927e-06,1.2908599358083794e-05,True,2.1991941162202457,2.1745733632875672,0.0246207529326787
500,12,1.5,scurve,HT2,I,P $\rightarrow$ PI,P,PI,8.075946620000002,8.05320508,0.0227415399999999,0.2815959672601196,True,2247.0,0.339145847016118,0.5047752141635246,False,2.331324977509025,2.324760060388631,0.0065649171203932
500,12,1.5,sharp,HT1,I,P $\rightarrow$ PI,P,PI,4.187508670000001,4.199964690000001,-0.0124560199999999,-0.2974565781615437,False,2030.0,0.0887608426684964,0.1514851714875672,False,1.2088296289291962,1.2124253721792118,-0.0035957432500156
500,12,1.5,sharp,HT2,I,P $\rightarrow$ PI,P,PI,4.641565829999999,4.63879997,0.00276586,0.0595889426392135,True,2334.0,0.511360943044574,0.6747855743268606,False,1.3399046407059343,1.339106205698164,0.0007984350077704
500,12,1.5,zigzag,HT1,I,P $\rightarrow$ PI,P,PI,7.397332519999999,7.396641939999999,0.0006905799999999,0.0093355273422259,True,2506.0,0.947912712213223,0.9829930600286004,False,2.135425960853586,2.135226607579138,0.0001993532744484
500,12,1.5,zigzag,HT2,I,P $\rightarrow$ PI,P,PI,8.000719629999999,7.997659349999999,0.0030602799999999,0.038250059263731,True,2423.0,0.7258065723197727,0.8294932255083117,False,2.3096088160456114,2.3087253893047137,0.0008834267408977
500,12,2.5,random,HT1,I,P $\rightarrow$ PI,P,PI,3.9445515,3.9479886,-0.0034370999999999,-0.087135381550981,False,2419.0,0.7155127213140642,0.8294932255083117,False,1.1386939351786711,1.139686140483787,-0.0009922053051158
500,12,2.5,random,HT2,I,P $\rightarrow$ PI,P,PI,2.5959750400000003,2.59661174,-0.0006367,-0.024526429961361,False,2519.0,0.9835408496499785,0.9835408496499785,False,0.7493934440767749,0.7495772435349713,-0.0001837994581965
500,12,2.5,scurve,HT1,I,P $\rightarrow$ PI,P,PI,3.0395995099999995,3.0360414899999997,0.00355802,0.117055552492835,True,2211.0,0.2803051943535077,0.4322778900873372,False,0.8774567976635772,0.8764296857611862,0.001027111902391
500,12,2.5,scurve,HT2,I,P $\rightarrow$ PI,P,PI,3.09100627,3.11746683,-0.02646056,-0.8560500267118517,False,2182.0,0.2382606585642236,0.3719190767831783,False,0.8922966510256606,0.8999351567451147,-0.0076385057194541
500,12,2.5,sharp,HT1,I,P $\rightarrow$ PI,P,PI,2.53303309,2.5328818600000003,0.00015123,0.0059703128473544,True,2516.0,0.975313426747127,0.9829930600286004,False,0.7312236681888649,0.7311800118482601,4.365634060477355e-05
500,12,2.5,sharp,HT2,I,P $\rightarrow$ PI,P,PI,1.91663053,1.90875413,0.0078764,0.4109503567179435,True,2171.0,0.2235406850972181,0.3574004957293616,False,0.5532835762162776,0.551009855386155,0.0022737208301225
500,12,2.5,zigzag,HT1,I,P $\rightarrow$ PI,P,PI,4.17385844,4.17550417,-0.0016457299999999,-0.0394294637361957,False,2442.0,0.7753522914731348,0.878275162022666,False,1.2048891469466958,1.2053642282759525,-0.0004750813292566
500,12,2.5,zigzag,HT2,I,P $\rightarrow$ PI,P,PI,3.14567006,3.1878216800000003,-0.04215162,-1.3399885937179314,False,954.0,6.604603425472361e-08,1.3209206850944722e-07,True,0.9080767279613732,0.9202448525382628,-0.0121681245768894
500,4,1.5,random,HT1,I,PD $\rightarrow$ full PTA,PD,full PTA,0.5370310899999999,0.5409654600000001,-0.0039343699999999,-0.7326149404124805,False,2238.0,0.3237410722388395,0.487515967606723,False,0.2685155449999999,0.27048273,-0.0019671849999999
500,4,1.5,random,HT2,I,PD $\rightarrow$ full PTA,PD,full PTA,1.2836208399999998,1.2946597200000003,-0.0110388799999999,-0.8599798052515258,False,2123.0,0.1669082781325895,0.2774579168957333,False,0.6418104199999999,0.6473298600000001,-0.0055194399999999
