t,signed_target_increment_over_LT,normalized_net_recruited_service,mean_stored_threshold_task1,mean_stored_threshold_task3
853,-0.31622767448425293,-0.352,5.5262908935546875,4.154798984527588
854,-0.31622767448425293,-0.312,5.610775947570801,4.080416202545166
855,-0.31622767448425293,-0.36,5.695634841918945,3.994364023208618
856,-0.31622767448425293,-0.324,5.776608943939209,3.9257519245147705
857,-0.31622767448425293,-0.344,5.85689115524292,3.8476650714874268
858,-0.31622767448425293,-0.352,5.934707164764404,3.777690887451172
859,-0.31622767448425293,-0.316,6.009347915649414,3.7131528854370117
860,-0.31622767448425293,-0.328,6.0840067863464355,3.638430118560791
861,-0.31622767448425293,-0.328,6.157618999481201,3.5681419372558594
862,-0.31622767448425293,-0.308,6.230185031890869,3.4988999366760254
863,-0.31622767448425293,-0.34,6.303479194641113,3.423283100128174
864,-0.31622767448425293,-0.32,6.374661922454834,3.3588130474090576
865,-0.31622767448425293,-0.304,6.44550895690918,3.289031982421875
866,-0.31622767448425293,-0.36,6.517437934875488,3.2136499881744385
867,-0.31622767448425293,-0.332,6.585482120513916,3.157968044281006
868,-0.31622767448425293,-0.348,6.652123928070068,3.0957798957824707
869,-0.31622767448425293,-0.304,6.715944766998291,3.040930986404419
870,-0.31622767448425293,-0.308,6.780849933624268,2.9725730419158936
871,-0.31622767448425293,-0.292,6.846481800079346,2.90461802482605
872,-0.31622767448425293,-0.344,6.9142608642578125,2.829996109008789
873,-0.31622767448425293,-0.344,6.979574203491211,2.7725260257720947
874,-0.31622767448425293,-0.364,7.042421817779541,2.717521905899048
875,-0.31622767448425293,-0.284,7.101028919219971,2.672405958175659
876,-0.31622767448425293,-0.312,7.1624932289123535,2.601840019226074
877,-0.31622767448425293,-0.328,7.224329948425293,2.538809061050415
878,-0.31622767448425293,-0.336,7.285120964050293,2.4813430309295654
879,-0.31622767448425293,-0.332,7.344155788421631,2.427891969680786
880,-0.31622767448425293,-0.308,7.40178918838501,2.374713897705078
881,-0.31622767448425293,-0.34,7.460148811340332,2.3140289783477783
882,-0.31622767448425293,-0.304,7.516398906707764,2.264492988586426
883,-0.31622767448425293,-0.336,7.573731899261475,2.203706979751587
884,-0.31622767448425293,-0.328,7.629308223724365,2.153714895248413
885,-0.31622767448425293,-0.308,7.683837890625,2.1025099754333496
886,-0.31622767448425293,-0.308,7.739095211029053,2.044929027557373
887,-0.31622767448425293,-0.3,7.795080184936523,1.9866199493408203
888,-0.31622767448425293,-0.36,7.852502822875977,1.9246139526367188
889,-0.31622767448425293,-0.32,7.906041145324707,1.883437991142273
890,-0.31622767448425293,-0.34,7.95924186706543,1.8313020467758179
891,-0.31622767448425293,-0.312,8.010332107543945,1.786926031112671
892,-0.31622767448425293,-0.32,8.061795234680176,1.7342690229415894
893,-0.31622767448425293,-0.352,8.112920761108398,1.6842080354690552
894,-0.31622767448425293,-0.288,8.160870552062988,1.6463600397109985
895,-0.31622767448425293,-0.324,8.211323738098145,1.5879360437393188
896,-0.31622767448425293,-0.32,8.26108455657959,1.540369987487793
897,-0.31622767448425293,-0.32,8.310508728027344,1.4920109510421753
898,-0.31622767448425293,-0.332,8.359596252441406,1.4439890384674072
899,-0.31622767448425293,-0.324,8.407282829284668,1.4007569551467896
900,-0.31622767448425293,-0.316,8.454277038574219,1.35595703125
901,-0.31622767448425293,-0.324,8.501290321350098,1.3088799715042114
902,-0.31622767448425293,-0.324,8.547611236572266,1.264754056930542
903,-0.31622767448425293,-0.316,8.593240737915039,1.2213189601898193
904,-0.31622767448425293,-0.336,8.63888931274414,1.1756069660186768
905,-0.31622767448425293,-0.3,8.682780265808105,1.1372989416122437
906,-0.31622767448425293,-0.336,8.728110313415527,1.087386965751648
907,-0.31622767448425293,-0.284,8.771682739257812,1.0493979454040527
908,-0.31622767448425293,-0.352,8.818113327026367,0.9938660264015198
909,-0.31622767448425293,-0.3,8.861368179321289,0.9607139825820923
910,-0.31622767448425293,-0.352,8.906061172485352,0.91143798828125
911,-0.31622767448425293,-0.316,8.947577476501465,0.8800240159034729
912,-0.31622767448425293,-0.312,8.989112854003906,0.838424026966095
913,-0.31622767448425293,-0.304,9.031021118164062,0.7953220009803772
914,-0.31622767448425293,-0.38,9.07401180267334,0.748878002166748
915,-0.31622767448425293,-0.296,9.111344337463379,0.7295560240745544
916,-0.31622767448425293,-0.296,9.150467872619629,0.6847190260887146
917,-0.31622767448425293,-0.336,9.191384315490723,0.6380900144577026
918,-0.31622767448425293,-0.312,9.230545043945312,0.6045140027999878
919,-0.31622767448425293,-0.312,9.2700777053833,0.563785970211029
920,-0.31622767448425293,-0.328,9.309985160827637,0.5226849913597107
921,-0.31622767448425293,-0.316,9.348846435546875,0.4871490001678467
922,-0.31622767448425293,-0.316,9.387723922729492,0.44820600748062134
923,-0.31622767448425293,-0.32,9.42662239074707,0.40924501419067383
924,-0.31622767448425293,-0.344,9.465182304382324,0.37174901366233826
925,-0.31622767448425293,-0.276,9.501276969909668,0.34349799156188965
926,-0.31622767448425293,-0.336,9.540939331054688,0.29247498512268066
927,-0.31622767448425293,-0.292,9.578845024108887,0.26015299558639526
928,-0.31622767448425293,-0.34,9.61889934539795,0.21325699985027313
929,-0.31622767448425293,-0.308,9.656842231750488,0.18202799558639526
930,-0.31622767448425293,-0.312,9.695512771606445,0.14103299379348755
931,-0.31622767448425293,-0.344,9.734557151794434,0.10079500079154968
932,-0.31622767448425293,-0.276,9.771136283874512,0.07205899804830551
933,-0.31622767448425293,-0.36,9.81128215789795,0.020552000030875206
934,-0.31622767448425293,-0.292,9.847542762756348,-0.0033470001071691513
935,-0.31622767448425293,-0.336,9.885951042175293,-0.048597000539302826
936,-0.31622767448425293,-0.332,9.922603607177734,-0.07966600358486176
937,-0.31622767448425293,-0.28,9.957856178283691,-0.11046399921178818
938,-0.31622767448425293,-0.32,9.996319770812988,-0.15915900468826294
939,-0.31622767448425293,-0.304,10.03444766998291,-0.19622200727462769
940,-0.31622767448425293,-0.344,10.07365894317627,-0.2388859987258911
941,-0.31622767448425293,-0.304,10.110404968261719,-0.26778900623321533
942,-0.31622767448425293,-0.336,10.148233413696289,-0.30907100439071655
943,-0.31622767448425293,-0.292,10.184307098388672,-0.33956000208854675
944,-0.31622767448425293,-0.332,10.222528457641602,-0.3846229910850525
945,-0.31622767448425293,-0.32,10.259347915649414,-0.4169889986515045
946,-0.31622767448425293,-0.324,10.295831680297852,-0.45240798592567444
947,-0.31622767448425293,-0.3,10.331624984741211,-0.4860059916973114
948,-0.31622767448425293,-0.332,10.368856430053711,-0.5278199911117554
949,-0.31622767448425293,-0.304,10.404685974121094,-0.5591959953308105
950,-0.31622767448425293,-0.324,10.441598892211914,-0.5995619893074036
951,-0.31622767448425293,-0.304,10.477822303771973,-0.6335899829864502
952,-0.31622767448425293,-0.352,10.515128135681152,-0.6743490099906921
953,-0.31622767448425293,-0.288,10.549259185791016,-0.6983780264854431
954,-0.31622767448425293,-0.34,10.585891723632812,-0.7429829835891724
955,-0.31622767448425293,-0.288,10.620415687561035,-0.7707930207252502
956,-0.31622767448425293,-0.328,10.657442092895508,-0.8157910108566284
957,-0.31622767448425293,-0.284,10.693422317504883,-0.8484460115432739
958,-0.31622767448425293,-0.352,10.732259750366211,-0.8963860273361206
959,-0.31622767448425293,-0.308,10.767923355102539,-0.9219459891319275
960,-0.31622767448425293,-0.304,10.804314613342285,-0.9606620073318481
961,-0.31622767448425293,-0.348,10.841790199279785,-1.0015900135040283
962,-0.31622767448425293,-0.296,10.876444816589355,-1.0272719860076904
963,-0.31622767448425293,-0.34,10.912893295288086,-1.0694329738616943
964,-0.31622767448425293,-0.292,10.94723129272461,-1.0970580577850342
965,-0.31622767448425293,-0.34,10.98371696472168,-1.1403859853744507
966,-0.31622767448425293,-0.328,11.01809310913086,-1.1680480241775513
967,-0.31622767448425293,-0.288,11.051423072814941,-1.1980539560317993
968,-0.31622767448425293,-0.32,11.08725643157959,-1.2418580055236816
969,-0.31622767448425293,-0.344,11.122753143310547,-1.2762900590896606
970,-0.31622767448425293,-0.312,11.155784606933594,-1.3014789819717407
971,-0.31622767448425293,-0.324,11.189190864562988,-1.3360790014266968
972,-0.31622767448425293,-0.296,11.221905708312988,-1.3665989637374878
973,-0.31622767448425293,-0.332,11.256414413452148,-1.4068189859390259
974,-0.31622767448425293,-0.296,11.289522171020508,-1.4354729652404785
975,-0.31622767448425293,-0.36,11.324422836303711,-1.4760860204696655
976,-0.31622767448425293,-0.312,11.355439186096191,-1.4947409629821777
977,-0.31622767448425293,-0.304,11.386829376220703,-1.5273250341415405
978,-0.31622767448425293,-0.28,11.419302940368652,-1.5632519721984863
979,-0.31622767448425293,-0.312,11.45499038696289,-1.6091699600219727
980,-0.31622767448425293,-0.348,11.491049766540527,-1.6464240550994873
981,-0.31622767448425293,-0.264,11.524291038513184,-1.670691967010498
982,-0.31622767448425293,-0.38,11.562163352966309,-1.7233140468597412
983,-0.31622767448425293,-0.292,11.594378471374512,-1.7375190258026123
984,-0.31622767448425293,-0.304,11.628740310668945,-1.7787230014801025
985,-0.31622767448425293,-0.308,11.664185523986816,-1.8176230192184448
986,-0.31622767448425293,-0.312,11.700361251831055,-1.8561209440231323
987,-0.31622767448425293,-0.34,11.736910820007324,-1.8938640356063843
988,-0.31622767448425293,-0.32,11.771349906921387,-1.921589970588684
989,-0.31622767448425293,-0.296,11.805453300476074,-1.9546279907226562
990,-0.31622767448425293,-0.348,11.841349601745605,-1.99623703956604
991,-0.31622767448425293,-0.296,11.87442684173584,-2.0203421115875244
992,-0.31622767448425293,-0.324,11.909297943115234,-2.060925006866455
993,-0.31622767448425293,-0.316,11.943477630615234,-2.092910051345825
994,-0.31622767448425293,-0.324,11.977677345275879,-2.127173900604248
995,-0.31622767448425293,-0.304,12.011185646057129,-2.15848708152771
996,-0.31622767448425293,-0.348,12.045778274536133,-2.196532964706421
997,-0.31622767448425293,-0.292,12.077550888061523,-2.2193329334259033
998,-0.31622767448425293,-0.32,12.111472129821777,-2.260097026824951
999,-0.31622767448425293,-0.312,12.145057678222656,-2.292617082595825
