pop,n,step_ratio,pattern,family,threshold_range,threshold_mode,gain_scheme,run_method_id,config_label,R,R_abs
500,8,2.0,random,PTA,HM,latent,Agent,PTA|TD1_PID1|latent|Agent,PTA-HM-latent-Agent,0.43398396,26.394700349999997
500,8,2.0,scurve,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.2421589,8.82945473
500,8,2.0,sharp,PTA,HT2,clamped,Agent,PTA|TD3_PID1|clamped|Agent,PTA-HT2-clamped-Agent,0.2399487,0.3390162
500,8,2.0,zigzag,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.3613881,11.95302302
500,8,2.5,random,PTA,HM,latent,Agent,PTA|TD1_PID1|latent|Agent,PTA-HM-latent-Agent,0.24980920999999998,8.90445371
500,8,2.5,scurve,PTA,HT2,clamped,Agent,PTA|TD3_PID1|clamped|Agent,PTA-HT2-clamped-Agent,0.21113441000000002,8.82256481
500,8,2.5,sharp,PTA,HM,latent,Agent,PTA|TD1_PID1|latent|Agent,PTA-HM-latent-Agent,0.20409344000000001,0.70154944
500,8,2.5,zigzag,PTA,HT2,clamped,Agent,PTA|TD3_PID1|clamped|Agent,PTA-HT2-clamped-Agent,0.26332268,11.8447992
500,12,1.5,random,PTA,HM,latent,Agent,PTA|TD1_PID1|latent|Agent,PTA-HM-latent-Agent,0.5845211,24.90849092
500,12,1.5,scurve,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.52037691,7.36566213
500,12,1.5,sharp,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.21775651,0.34819100999999997
500,12,1.5,zigzag,PTA,HT1,clamped,Agent,PTA|TD2_PID1|clamped|Agent,PTA-HT1-clamped-Agent,0.53567367,8.447165640000001
