pop,n,step_ratio,pattern,threshold_range,R_latent,R_abs_latent,R_clamped,R_abs_clamped,R_log_ratio,R_abs_log_ratio
100,12,1.5,scurve,HM,1.10720526,7.4424031500000005,1.2535455500000001,7.832345749999999,-0.12413691961635795,-0.05106824934317789
100,12,1.5,scurve,HT1,1.20532993,7.89759274,1.25294766,8.03534232,-0.03874557299777502,-0.01729160530939051
100,12,1.5,scurve,HT2,1.22895341,7.97969056,1.2768655,8.08052337,-0.03824532552657488,-0.012557010182625542
100,12,1.5,sharp,HM,0.8422758399999999,1.3087619000000001,0.6536874500000001,1.00798386,0.2534782295176349,0.2611294181907031
100,12,1.5,sharp,HT1,0.5741449,0.82296762,0.8379974400000001,1.07338679,-0.3781332420982283,-0.2656572969388078
100,12,1.5,sharp,HT2,0.67787789,0.98754374,0.7476339799999999,1.05818536,-0.09794635818690056,-0.06909000609526729
100,12,1.5,zigzag,HM,1.09505621,7.97147698,1.42283637,8.88210195,-0.2618466277527439,-0.10816844200132583
100,12,1.5,zigzag,HT1,1.04954531,9.00503177,1.36470677,9.75951351,-0.26258255276074993,-0.08045904723412454
100,12,1.5,zigzag,HT2,1.34329253,9.24057489,1.4221482399999998,9.51014056,-0.057044861346994505,-0.02875455542877792
100,12,2.0,random,HM,0.46088439999999997,18.38221081,0.4463604,19.09007081,0.032020554877463976,-0.03778495384829842
100,12,2.0,random,HT1,1.2251082,51.90979252,1.2436662,52.69599427,-0.015034463709574947,-0.015031989688072149
100,12,2.0,random,HT2,0.8735883,37.35131212,0.8788182999999999,37.53082042,-0.005968952100534576,-0.004794431936370537
100,12,2.0,scurve,HM,0.58396792,7.17036135,0.5981674499999999,7.33046224,-0.02402468166308708,-0.02208252447065781
100,12,2.0,scurve,HT1,0.71984618,7.561907489999999,0.8544058200000001,7.73827946,-0.17136872968330918,-0.02305589904363613
100,12,2.0,scurve,HT2,0.63633966,7.509115980000001,0.70759333,7.614761519999999,-0.10613705862527367,-0.013970922255595665
100,12,2.0,sharp,HM,0.5051633,0.7953259500000001,0.3790472,0.56005112,0.2872210077536116,0.35072396535010514
100,12,2.0,sharp,HT1,0.4502378,0.62477859,0.7032408,0.89659081,-0.4459234775344451,-0.36120225086318636
100,12,2.0,sharp,HT2,0.48061929999999997,0.6731025900000001,0.5401451,0.74605019,-0.1167623265359334,-0.10289512188368025
100,12,2.0,zigzag,HM,0.62378882,7.59696878,0.70297671,8.37445013,-0.11951188021457253,-0.0974360964405438
100,12,2.0,zigzag,HT1,0.7181234999999999,8.72738503,1.0025496699999998,9.342574879999999,-0.33366014426002566,-0.06811611072315751
100,12,2.0,zigzag,HT2,0.7976580099999999,8.77958196,0.87415778,8.99088185,-0.09158093898345433,-0.023782142240358912
100,12,2.5,random,HM,0.27993693000000003,10.14832944,0.25912025,10.78367419,0.07727208813009791,-0.06072423661219699
100,12,2.5,random,HT1,1.08648425,46.14325738,1.1057306,46.969164760000005,-0.017559268438518523,-0.01774046946679334
100,12,2.5,random,HT2,0.6886661100000001,29.500516779999998,0.69249158,29.68671998,-0.005539526456927461,-0.006292025933350221
100,12,2.5,scurve,HM,0.50239347,7.1480405199999995,0.38170145,7.178336000000001,0.2747448589192206,-0.0042293353265331094
100,12,2.5,scurve,HT1,0.6187021500000001,7.49984375,0.69764503,7.60715155,-0.12008644283764631,-0.014206611264658438
100,12,2.5,scurve,HT2,0.43842927000000004,7.343369760000001,0.47913037,7.415271000000001,-0.08877423265299808,-0.009743689818586691
100,12,2.5,sharp,HM,0.5039217500000001,1.4248442599999998,0.22596381999999998,0.30953566,0.8020461001199201,1.5267444919207036
100,12,2.5,sharp,HT1,0.3713467,0.49306910000000004,0.63117366,0.8128605299999999,-0.5304449110423193,-0.4999102185232777
100,12,2.5,sharp,HT2,0.35894156000000005,0.48586598000000003,0.41717520999999996,0.57171259,-0.15034671169675032,-0.16270357551249728
100,12,2.5,zigzag,HM,0.46251278,7.3866711,0.38594661,8.16331293,0.18097514516703767,-0.09997290951403938
100,12,2.5,zigzag,HT1,0.57095603,8.59460726,0.82996221,9.11036797,-0.3740679681966214,-0.058278158550529965
100,12,2.5,zigzag,HT2,0.55766855,8.58037913,0.62618628,8.750023109999999,-0.11588310923957244,-0.01957824133957884
500,4,1.5,random,HM,1.2680430599999999,156.12284338999999,1.26075231,157.0613701,0.005766200213245196,-0.0059934663308292835
500,4,1.5,random,HT1,1.70575061,212.86400977000002,1.7050101,214.08663433,0.0004342198556843572,-0.005727256388453125
500,4,1.5,random,HT2,1.52812013,190.88458908,1.52940328,191.13965811000003,-0.0008393394936135412,-0.0013353553853132905
500,4,1.5,scurve,HM,1.7507363599999999,11.18076457,2.99375757,12.43177712,-0.5364928341987407,-0.10606101284926035
