factor,level,operating_conditions,median_pta_R,median_alternative_R,median_reduction_percent,ci_low,ci_high
pattern,random,36,0.46131795,0.562697805,15.94491854129101,15.516135398246945,17.935771514607456
pattern,scurve,36,0.33390548499999995,0.93508442,58.5889345647703,53.6706890702068,60.719790994270596
pattern,sharp,36,0.270117675,0.511773745,47.50771559796401,41.164828474510394,52.10568233260211
pattern,zigzag,36,0.533003195,0.9238646699999999,48.86910007884083,47.34560880542279,52.230606591157546
step_ratio,1.5,48,0.678969535,1.18427299,48.371065179742864,46.08466196615891,51.72891787927474
step_ratio,2.0,48,0.33593438,0.7276131699999999,53.37838800280561,46.38064384262651,56.32368773560073
step_ratio,2.5,48,0.25080697999999996,0.418281505,37.43184811192871,21.99997633700834,45.62197468442577
