pop,n,step_ratio,pattern,threshold_range,gain_scheme,R_latent,R_abs_latent,R_clamped,R_abs_clamped,R_log_ratio,R_abs_log_ratio
50,4,1.5,sharp,HT2,Agent,1.32208425,1.3866226700000002,1.0183869,1.18363243,0.26098956373373744,0.15828301610848647
50,4,1.5,sharp,HT2,Global,1.50890985,1.6138644300000002,1.21654485,1.30322869,0.2153726858244702,0.21378677693407122
50,4,1.5,zigzag,HM,Agent,2.86191761,27.20604467,2.50452031,27.771902559999997,0.1333946699730154,-0.020585631187974754
50,4,1.5,zigzag,HM,Global,3.0696538600000003,27.27507688,2.77173676,27.87461658,0.10209069316343697,-0.021743124294499993
50,4,1.5,zigzag,HT1,Agent,2.36216662,27.34925487,1.46555283,26.710587139999998,0.47734672755179375,0.023629275346072055
50,4,1.5,zigzag,HT1,Global,2.52127295,27.64964297,1.73832496,26.846584269999997,0.3718419299738966,0.029474217815274754
50,4,1.5,zigzag,HT2,Agent,3.03965423,28.17679892,2.33624237,27.278630720000002,0.2631999549529528,0.03239526781278156
50,4,1.5,zigzag,HT2,Global,3.11996334,28.31528831,2.49697921,27.228906459999997,0.22273956648057372,0.039122735253268745
50,4,2.0,random,HM,Agent,0.7290971999999999,87.80613019,0.786705,97.96548623999999,-0.07604628052400278,-0.10948391728027425
50,4,2.0,random,HM,Global,0.7672146,94.82633952,0.7935954,99.14123384,-0.03380720595490733,-0.044498224237966066
50,4,2.0,random,HT1,Agent,1.391136,174.97421263,1.5231978000000002,188.73377225000002,-0.09069126117670352,-0.07569880293315609
50,4,2.0,random,HT1,Global,1.4843574000000002,186.58931645,1.5472278,192.56655383,-0.041482862169089224,-0.031531795134521576
50,4,2.0,random,HT2,Agent,1.1288634,141.95250975000002,1.2757176,158.71967208,-0.12229755799498669,-0.11164701422221056
50,4,2.0,random,HT2,Global,1.2328332,155.07963661,1.2727704,158.80401375,-0.031881006731349734,-0.02373205443960817
