pop,n,step_ratio,pattern,threshold_range,threshold_mode,R_agent,R_abs_agent,R_global,R_abs_global,R_log_ratio,R_abs_log_ratio
50,8,2.5,scurve,HT2,latent,0.56093718,9.0630979,0.58679054,9.08199417,-0.04505900415981833,-0.0020827975695216993
50,8,2.5,sharp,HM,clamped,0.36281064,0.8416054,0.35527357000000004,0.73247348,0.02099293284527465,0.13888412285501403
50,8,2.5,sharp,HM,latent,0.24825306000000003,0.97924783,0.28014564,0.834333,-0.12086098166568413,0.1601521533188575
50,8,2.5,sharp,HT1,clamped,0.7132834699999999,1.77438864,0.67184934,1.39702654,0.059844796076577084,0.23910985748245084
50,8,2.5,sharp,HT1,latent,0.66052315,1.58587685,0.55654702,1.07653374,0.1712805130440147,0.38739109238220815
50,8,2.5,sharp,HT2,clamped,0.34488233,1.3085520400000001,0.37444179,0.91097168,-0.0822330705751395,0.3621646818503456
50,8,2.5,sharp,HT2,latent,0.48532539999999996,1.20828904,0.43798474,0.8421446400000001,0.1026355242142111,0.36100884043481013
50,8,2.5,zigzag,HM,clamped,0.45375718,11.80488619,0.48721896000000003,11.71833456,-0.07115142274929986,0.007358857998559353
50,8,2.5,zigzag,HM,latent,0.39449378,11.61528278,0.44997474,11.60872345,-0.13158807448727516,0.0005648749926653554
50,8,2.5,zigzag,HT1,clamped,0.44897913,11.89620773,0.53914887,12.00207265,-0.18301532384127003,-0.008859684529257205
50,8,2.5,zigzag,HT1,latent,0.64254178,12.04666895,0.7097651700000001,12.17532766,-0.0995023269552581,-0.010623395095555398
50,8,2.5,zigzag,HT2,clamped,0.34904672,11.889918049999999,0.42831516999999997,11.9397493,-0.20465352165512407,-0.00418229276167879
50,8,2.5,zigzag,HT2,latent,0.54762778,12.0003009,0.60404209,12.07173394,-0.09804805834962414,-0.005934957318962139
50,12,1.5,random,HM,clamped,0.77885425,32.91601333,0.7698758499999999,32.65340272,0.01159466143896851,0.008010198351053273
50,12,1.5,random,HM,latent,0.64080905,27.14318531,0.67726005,28.82423515,-0.05532380165353601,-0.06009051814412085
50,12,1.5,random,HT1,clamped,1.52159795,62.22254729,1.5349913499999999,62.96233945,-0.008763680302084019,-0.011819330455103243
50,12,1.5,random,HT1,latent,1.32282585,55.583256060000004,1.4112532999999998,59.197470519999996,-0.06470793101610557,-0.06299680737263338
50,12,1.5,random,HT2,clamped,1.13051455,47.54364567,1.1488258500000001,48.399094999999996,-0.016067537735222577,-0.017832969839490558
50,12,1.5,random,HT2,latent,1.01821415,43.35446059,1.1097045,47.148453520000004,-0.08604350420339787,-0.08389161434041957
50,12,1.5,scurve,HM,clamped,0.80275312,7.46593796,0.9266566500000001,7.5033848,-0.14353588900388722,-0.005003154613347502
50,12,1.5,scurve,HM,latent,0.9936379599999999,7.57279046,1.03932229,7.60547523,-0.04495122053396702,-0.004306792513526125
50,12,1.5,scurve,HT1,clamped,0.51986283,7.382171990000001,0.59391186,7.42315724,-0.13316593619865144,-0.005536567820767512
50,12,1.5,scurve,HT1,latent,1.10648043,7.83572438,1.13835759,7.8530016499999995,-0.028402319104790533,-0.0022025085977485865
50,12,1.5,scurve,HT2,clamped,0.8195366799999999,7.67018478,0.85659043,7.68641382,-0.044220736861594556,-0.002113625089063234
50,12,1.5,scurve,HT2,latent,1.14983202,7.906931879999999,1.1618346099999999,7.91283465,-0.01038445397290273,-0.00074625251425053
50,12,1.5,sharp,HM,clamped,0.5909498,0.79446382,0.6499883,0.8645121400000001,-0.0952232897075966,-0.08449790095843146
50,12,1.5,sharp,HM,latent,0.50945135,0.7700708199999999,0.5533055,0.82826777,-0.08257592787915197,-0.07285401118023652
50,12,1.5,sharp,HT1,clamped,0.2606219,0.3754655,0.36027929999999997,0.53869316,-0.3238088659824669,-0.36097954288527284
50,12,1.5,sharp,HT1,latent,0.38152169999999996,0.5714394899999999,0.47012295000000004,0.7033025,-0.2088265263977755,-0.20762849961432403
50,12,1.5,sharp,HT2,clamped,0.369702,0.54664344,0.42487454999999996,0.6623975299999999,-0.13909667316100313,-0.19206913075673934
50,12,1.5,sharp,HT2,latent,0.46629905,0.73118544,0.530258,0.83303529,-0.1285365140568223,-0.13040889874641554
50,12,1.5,zigzag,HM,clamped,1.00334834,8.777645230000001,1.14257708,8.79309518,-0.12994356080218583,-0.0017586002207410536
50,12,1.5,zigzag,HM,latent,1.1074401299999999,8.59931871,1.18669982,8.63882195,-0.06912503122262746,-0.0045832447860805845
50,12,1.5,zigzag,HT1,clamped,0.5549178,8.50450823,0.64184819,8.55457259,-0.1455318168842079,-0.005869542944430567
50,12,1.5,zigzag,HT1,latent,0.8046608500000001,8.69491521,0.87881664,8.7642685,-0.08815539094530862,-0.007944661782168192
50,12,1.5,zigzag,HT2,clamped,0.85116525,8.69809724,0.90567699,8.70299106,-0.06207642625868975,-0.0005624728803916788
50,12,1.5,zigzag,HT2,latent,1.06691526,8.84394371,1.11941666,8.88772426,-0.048036160103210906,-0.0049381297958231984
50,12,2.0,random,HM,clamped,0.4932272,20.81453226,0.4911136,20.80647915,0.004294454214047084,0.00038697330159357085
50,12,2.0,random,HM,latent,0.3876704,15.325442709999999,0.4148344,17.21237514,-0.06772391037927572,-0.11611424050158528
50,12,2.0,random,HT1,clamped,1.365863,56.63050588,1.3612624,56.887558129999995,0.0033739587950600857,-0.004528842023435513
50,12,2.0,random,HT1,latent,1.1437194,49.05109184,1.2381668000000001,53.031060399999994,-0.07934631547636747,-0.07801534167907435
50,12,2.0,random,HT2,clamped,0.9395506,39.919162660000005,0.9381,40.09071628,0.0015451227066392561,-0.004288317522133238
50,12,2.0,random,HT2,latent,0.8028084,34.81909092,0.8990193999999999,38.90911892,-0.11318853352598099,-0.11106281667440268
50,12,2.0,scurve,HM,clamped,0.5064580399999999,7.31786836,0.53647285,7.306678399999999,-0.05757447779545562,0.001530298663933996
50,12,2.0,scurve,HM,latent,0.47502586999999996,7.23220458,0.5170849900000001,7.265039400000001,-0.08483798600395163,-0.004529809416266976
50,12,2.0,scurve,HT1,clamped,0.22726776,7.166156989999999,0.28693816,7.20782599,-0.23313784034019186,-0.005797852520561051
50,12,2.0,scurve,HT1,latent,0.5969820699999999,7.49139879,0.64355266,7.51948347,-0.07511677796906895,-0.0037419136708279014
50,12,2.0,scurve,HT2,clamped,0.25172157,7.1961796300000005,0.3005853,7.223099039999999,-0.17740797819940282,-0.0037338124729388565
50,12,2.0,scurve,HT2,latent,0.47748739,7.38188731,0.5084142899999999,7.3978430600000005,-0.06275889551431046,-0.0021591403630807993
50,12,2.0,sharp,HM,clamped,0.40163699999999997,0.60133995,0.39270299999999997,0.52180997,0.022495094633591627,0.14185693576224867
50,12,2.0,sharp,HM,latent,0.2988666,0.54228445,0.3301148,0.56319893,-0.09944315276431621,-0.0378422257137611
50,12,2.0,sharp,HT1,clamped,0.3896542,0.66190923,0.36263959999999995,0.52193715,0.0718501755259185,0.2375812533974393
50,12,2.0,sharp,HT1,latent,0.39562980000000003,0.62647494,0.3781434,0.51952926,0.04520543676804678,0.18718564119504916
50,12,2.0,sharp,HT2,clamped,0.22558340000000002,0.40339584,0.2835152,0.43129011,-0.22857580189446403,-0.06686265959430929
50,12,2.0,sharp,HT2,latent,0.3117176,0.47489705,0.35003259999999997,0.51313993,-0.11592864327460081,-0.0774505323058105
50,12,2.0,zigzag,HM,clamped,0.47854948999999997,8.32558522,0.55487321,8.29355076,-0.14798000427521807,0.003855134191498214
50,12,2.0,zigzag,HM,latent,0.50341916,8.229044850000001,0.55893883,8.23651213,-0.10461689645741698,-0.0009070182710492494
50,12,2.0,zigzag,HT1,clamped,0.30485042,8.29463965,0.38927149,8.37543631,-0.24445578784528094,-0.009693692204206258
50,12,2.0,zigzag,HT1,latent,0.47430298,8.43043493,0.55311396,8.52317138,-0.15371774043388695,-0.010940135478516076
50,12,2.0,zigzag,HT2,clamped,0.33305717,8.33670806,0.40952026,8.36778766,-0.20667222011224104,-0.0037211103385987737
50,12,2.0,zigzag,HT2,latent,0.49735985,8.43765025,0.56165977,8.49641641,-0.1215824667425863,-0.006940612327464611
50,12,2.5,random,HM,clamped,0.31236875000000003,11.5917447,0.3090785,11.77217063,0.010589091010608573,-0.01544514386322212
50,12,2.5,random,HM,latent,0.25180475,12.86645629,0.255919,11.821631259999998,-0.016207002552304194,0.08469262623497209
50,12,2.5,random,HT1,clamped,1.228031,50.25158381999999,1.22276375,50.931576729999996,0.004298408187747422,-0.013441033935787456
50,12,2.5,random,HT1,latent,0.99958725,42.76587101,1.09986125,47.14687549,-0.09559687068955584,-0.09752736125753944
50,12,2.5,random,HT2,clamped,0.7554545,32.14098564,0.7398205,32.00898638,0.02091196567627264,0.00411533916971703
50,12,2.5,random,HT2,latent,0.61321475,26.91301566,0.7083965000000001,31.097416629999998,-0.1442887643344431,-0.1445147260554679
50,12,2.5,scurve,HM,clamped,0.41619236,7.25645322,0.41996873,7.23910584,-0.009032698893041683,0.0023934762653487203
50,12,2.5,scurve,HM,latent,0.34587878000000005,7.15655655,0.37902428,7.1769886,-0.0915118995038677,-0.0028509435209893154
50,12,2.5,scurve,HT1,clamped,0.24625123999999998,7.19489507,0.29152483,7.23416356,-0.1687728666933292,-0.0054429866777315926
50,12,2.5,scurve,HT1,latent,0.51628217,7.4492601,0.55453544,7.47219695,-0.07147726107983898,-0.003074346960753666
50,12,2.5,scurve,HT2,clamped,0.19516556999999998,7.154130609999999,0.23283843,7.17529677,-0.1764965043281837,-0.002954224873411852
50,12,2.5,scurve,HT2,latent,0.3877917,7.31716067,0.40940184,7.3277887,-0.054228827804544036,-0.0014514262353895488
50,12,2.5,sharp,HM,clamped,0.311012,0.63469849,0.29592725000000003,0.52970691,0.04971784955493711,0.1808262136475919
50,12,2.5,sharp,HM,latent,0.19777725000000002,0.79402113,0.220941,0.78359352,-0.11075430014254858,0.013219656472795323
50,12,2.5,sharp,HT1,clamped,0.55356375,1.19932833,0.54448325,0.9615980999999999,0.016539741935465216,0.22092036616612992
50,12,2.5,sharp,HT1,latent,0.5530315,1.1566755899999999,0.47419200000000006,0.84315589,0.1538026589551487,0.316153435140294
50,12,2.5,sharp,HT2,clamped,0.26406425,0.87996145,0.28324425000000003,0.66877681,-0.07011715486533696,0.27442771256825255
