pop,n,step_ratio,pattern,threshold_range,threshold_mode,R_agent,R_abs_agent,R_global,R_abs_global,R_log_ratio,R_abs_log_ratio
50,12,2.5,sharp,HT2,latent,0.3937145,0.84582481,0.35056350000000003,0.6286102100000001,0.11608416752226605,0.29680089110878516
50,12,2.5,zigzag,HM,clamped,0.28148620999999996,8.12732219,0.31834152,8.05819861,-0.1230413099462165,0.008541461359840987
50,12,2.5,zigzag,HM,latent,0.27178078,8.02178895,0.30592421000000003,8.031820549999999,-0.11834160607953699,-0.0012497627160673048
50,12,2.5,zigzag,HT1,clamped,0.30164941,8.21868715,0.35575346,8.29144262,-0.164972513878105,-0.008813491107454077
50,12,2.5,zigzag,HT1,latent,0.40959401999999995,8.3125076,0.45692328000000004,8.403919960000001,-0.10934902533015203,-0.010936938633958181
50,12,2.5,zigzag,HT2,clamped,0.2393215,8.207006250000001,0.29179077,8.24426433,-0.19822916807328458,-0.004529515640665359
50,12,2.5,zigzag,HT2,latent,0.34733353,8.265590170000001,0.38884794,8.3263258,-0.11290286759044292,-0.007321143789670456
100,4,1.5,random,HM,clamped,1.22842606,153.56530091000002,1.2258531499999998,153.29878236000002,0.002096673379351417,0.0017370466701380567
100,4,1.5,random,HM,latent,1.1329834300000001,142.2311752,1.17893143,147.68898425,-0.03975410335748873,-0.03765487661201168
100,4,1.5,random,HT1,clamped,1.7484521499999999,212.68554278,1.7655593200000002,216.06660277999998,-0.009736624535876957,-0.015771956467523395
100,4,1.5,random,HT1,latent,1.63437563,202.08277502,1.7139642499999999,211.37123653999998,-0.047548108575596125,-0.044938611608136926
100,4,1.5,random,HT2,clamped,1.55014902,191.92142403999998,1.56752952,193.34455717,-0.011149757638194313,-0.007387829044290269
100,4,1.5,random,HT2,latent,1.44014902,179.42219612,1.53458012,189.96845308,-0.0635102118169804,-0.057116355790621534
100,4,1.5,scurve,HM,clamped,1.49635818,11.60880807,1.74377328,11.63763553,-0.15301704100770333,-0.0024801621506496192
100,4,1.5,scurve,HM,latent,2.24955194,11.947051469999998,2.31797726,11.96644566,-0.029963876080258276,-0.0016220291115691201
100,4,1.5,scurve,HT1,clamped,0.9719354,11.4872701,1.04982321,11.53118594,-0.07708771620047193,-0.003815711462746222
100,4,1.5,scurve,HT1,latent,2.07293904,12.08410349,2.14341447,12.12573864,-0.033432677866156967,-0.0034395260260614508
100,4,1.5,scurve,HT2,clamped,1.7572988799999998,12.020269229999998,1.8080436599999998,12.039369939999998,-0.028467507031425168,-0.0015877805878844525
100,4,1.5,scurve,HT2,latent,2.7900067,12.56952984,2.82448474,12.589081,-0.012281957778356112,-0.00155423239065544
100,4,1.5,sharp,HM,clamped,1.52580816,1.9493243999999998,1.62530116,2.13692579,-0.06316891716728185,-0.09188539847675663
100,4,1.5,sharp,HM,latent,1.37668144,1.22504684,1.5234223,1.35087278,-0.10128346767633804,-0.09777180726017218
100,4,1.5,sharp,HT1,clamped,0.70497446,0.7870843200000001,1.02616652,1.15103494,-0.37542373755069286,-0.3800813807529886
100,4,1.5,sharp,HT1,latent,1.03930176,1.09887429,1.24480708,1.3724246500000001,-0.1804314590281659,-0.22229271000299636
100,4,1.5,sharp,HT2,clamped,1.01808416,1.15492387,1.21123274,1.26438844,-0.17371604776241364,-0.09055413025970437
100,4,1.5,sharp,HT2,latent,1.32035323,1.3549610200000002,1.5097787299999998,1.56544937,-0.13406380438044138,-0.14440023376606448
100,4,1.5,zigzag,HM,clamped,2.50690396,27.727005570000003,2.77812584,27.862934489999997,-0.10272803237547388,-0.004890424086168047
100,4,1.5,zigzag,HM,latent,2.85378133,27.11947301,3.06005907,27.19405488,-0.06978932236092254,-0.002746347724949636
100,4,1.5,zigzag,HT1,clamped,1.48168402,26.63354703,1.75745959,26.76965514,-0.1706900592855495,-0.005097387391817585
100,4,1.5,zigzag,HT1,latent,2.3806976,27.2418219,2.53202623,27.51872738,-0.06162630964899707,-0.010113406231940802
100,4,1.5,zigzag,HT2,clamped,2.30826552,27.15047961,2.47007516,27.123202889999998,-0.06775219397029286,0.0010051546547096737
100,4,1.5,zigzag,HT2,latent,3.0283781299999997,28.03799165,3.1074191,28.186069240000002,-0.02576530468887318,-0.005267422168824403
100,4,2.0,random,HM,clamped,0.7878864,98.32740088,0.7941603,99.40454729000001,-0.00793141301009778,-0.010895124182572519
100,4,2.0,random,HM,latent,0.7216277999999999,88.0040597,0.7632806999999999,94.84736672999999,-0.056116360032596804,-0.0748859871599255
100,4,2.0,random,HT1,clamped,1.5269837999999998,188.26791936,1.5519387,192.22790432000002,-0.01621050641541199,-0.02081561845180986
100,4,2.0,random,HT1,latent,1.3914051,174.09174857,1.4847138000000002,185.74300352999998,-0.06490792653395636,-0.06478156595410049
100,4,2.0,random,HT2,clamped,1.2789105,158.75713665,1.2748686,158.9080581,0.0031654291281233236,-0.0009501919873463281
100,4,2.0,random,HT2,latent,1.1202891,140.93337895000002,1.2262209,154.18749742,-0.09035022373052666,-0.0898820885532841
100,4,2.0,scurve,HM,clamped,1.10116706,11.29082243,1.18973528,11.30613053,-0.07736024757887071,-0.0013548819939450353
100,4,2.0,scurve,HM,latent,1.11437001,11.26011816,1.20352557,11.30018033,-0.07696599260114241,-0.0035515675582518326
100,4,2.0,scurve,HT1,clamped,0.38822812,11.060921659999998,0.4645776,11.10977501,-0.1795355006573087,-0.004407026968599233
100,4,2.0,scurve,HT1,latent,1.17719646,11.50994821,1.2491976200000001,11.55784133,-0.059365710968547945,-0.004152386489621491
100,4,2.0,scurve,HT2,clamped,0.45391266,11.150445640000001,0.5223481799999999,11.18427146,-0.1404295763440571,-0.003028992550980411
100,4,2.0,scurve,HT2,latent,1.2708922599999999,11.58462231,1.32426323,11.6168993,-0.04113703123826473,-0.0027823184500304836
100,4,2.0,sharp,HM,clamped,0.7772262000000001,1.00141488,0.8116551,0.9302108,-0.04334406854204154,0.07375793185361101
100,4,2.0,sharp,HM,latent,0.6832329,0.8192538500000001,0.7860261,0.78471341,-0.14015420093215136,0.04307541866717349
100,4,2.0,sharp,HT1,clamped,0.6515774999999999,1.86876667,0.7737489,0.87853081,-0.17185105660501412,0.7547829793443787
100,4,2.0,sharp,HT1,latent,0.7704114,1.13586287,0.8998512,0.9251815000000001,-0.15530475843969324,0.20515794448576605
100,4,2.0,sharp,HT2,clamped,0.5340222,0.73365628,0.7606062,0.7838994499999999,-0.35367833579054236,-0.06624012401745988
100,4,2.0,sharp,HT2,latent,0.7517712,0.81236418,0.9195057,0.9326702,-0.2014042207107184,-0.13810291781677583
100,4,2.0,zigzag,HM,clamped,1.2718311,26.423733579999997,1.3270589799999999,26.349012870000003,-0.04250752739881948,0.0028317934903477867
100,4,2.0,zigzag,HM,latent,1.22953519,26.06650102,1.36578231,26.08692602,-0.1050911816896611,-0.0007832659214732373
100,4,2.0,zigzag,HT1,clamped,0.75845727,26.080356579999997,1.02769744,26.29797263,-0.3037896212983445,-0.008309440389633438
100,4,2.0,zigzag,HT1,latent,1.3703432,26.47108925,1.5566110699999998,26.720417859999998,-0.12744984775515664,-0.009374821267965242
100,4,2.0,zigzag,HT2,clamped,0.84422922,26.20675994,1.0868699499999999,26.29311976,-0.25263319334885204,-0.0032899084107015017
100,4,2.0,zigzag,HT2,latent,1.4231418,26.50995313,1.5719909699999999,26.6798865,-0.09947598694293103,-0.006389714628135242
100,4,2.5,random,HM,clamped,0.47189747,51.095678649999996,0.47570441,53.283589750000004,-0.008034936531321023,-0.04192847205271139
100,4,2.5,random,HM,latent,0.44601649000000004,41.38002822000001,0.45606465,49.54369334,-0.022278651350116942,-0.18005661967786762
100,4,2.5,random,HT1,clamped,1.35813799,167.32652876,1.3863034099999998,172.65934434,-0.020526150704235264,-0.031373379978952766
100,4,2.5,random,HT1,latent,1.2064792500000001,151.88104006,1.31398654,165.52227944999998,-0.08535926905177876,-0.08600822154362467
100,4,2.5,random,HT2,clamped,1.02302399,126.50036121,1.0025261399999998,125.44696727,0.020239982658301136,0.008362065868983562
100,4,2.5,random,HT2,latent,0.84048721,106.2027768,0.9569614,121.1278432,-0.12978132066100645,-0.13149628784818151
100,4,2.5,scurve,HM,clamped,1.04082196,11.224461369999998,0.99020981,11.142971110000001,0.049849176162483334,0.007286542219286337
100,4,2.5,scurve,HM,latent,0.79722212,11.09504857,0.87737707,11.10766356,-0.09580351928964771,-0.0011363468826331299
100,4,2.5,scurve,HT1,clamped,0.55853557,11.07304402,0.60810999,11.11258417,-0.08503746527772454,-0.0035644870207298496
100,4,2.5,scurve,HT1,latent,1.12042899,11.439807120000001,1.16191059,11.479063100000001,-0.036354071790075715,-0.00342565039310502
100,4,2.5,scurve,HT2,clamped,0.40154505999999995,11.02946624,0.44947676999999997,11.057241730000001,-0.11276441670186745,-0.002515133054667526
100,4,2.5,scurve,HT2,latent,0.98234734,11.376274650000001,1.0146805700000001,11.401694950000001,-0.03238418004893126,-0.0022320084713228824
100,4,2.5,sharp,HM,clamped,0.40181341000000004,1.27899087,0.41537036,1.0554473500000001,-0.03318272934616924,0.1921066786924634
100,4,2.5,sharp,HM,latent,0.30340143,1.25469575,0.37717771999999994,1.04202093,-0.21765970205357046,0.18573108341208486
100,4,2.5,sharp,HT1,clamped,0.82520562,3.5173769299999997,0.8681291600000001,2.20430641,-0.050707913789677435,0.46730261534819534
100,4,2.5,sharp,HT1,latent,0.7976716,2.55413152,0.75990654,1.19960435,0.04850153189224637,0.7557204578826419
100,4,2.5,sharp,HT2,clamped,0.48001433,2.2864511899999997,0.57078015,1.34770545,-0.1731881516216857,0.5285974371396756
100,4,2.5,sharp,HT2,latent,0.6051875,1.87165112,0.62714037,1.03238699,-0.03563206380285483,0.5949474060872942
100,4,2.5,zigzag,HM,clamped,0.76429496,25.79368619,0.7335579400000001,25.654772899999998,0.04104720235605167,0.005400108381464912
100,4,2.5,zigzag,HM,latent,0.5790363,25.5683375,0.6703772499999999,25.5786056,-0.14647544371956095,-0.0004015137373067259
100,4,2.5,zigzag,HT1,clamped,0.79494454,25.871973710000002,0.9881376500000001,26.07314288,-0.2175496586911963,-0.007745489429111099
100,4,2.5,zigzag,HT1,latent,1.18254526,26.167407400000002,1.30426522,26.409251060000003,-0.09797071690123331,-0.009199723709451204
100,4,2.5,zigzag,HT2,clamped,0.57950565,25.86839192,0.75607277,25.96052596,-0.26596221564434464,-0.0035553177962671816
100,4,2.5,zigzag,HT2,latent,0.97809501,26.06172045,1.0788488,26.21170854,-0.09804301313368205,-0.005738613460457683
100,8,1.5,random,HM,clamped,0.9116258399999999,56.99862835,0.90494298,56.75034477,0.0073577065453494855,0.004365471924570265
100,8,1.5,random,HM,latent,0.7771849000000001,48.85062843,0.8171361400000001,51.51532036,-0.0501274264089549,-0.053112003259769926
100,8,1.5,random,HT1,clamped,1.61197601,98.22622860999999,1.62119902,99.30506917999999,-0.005705249441631408,-0.010923345406759852
100,8,1.5,random,HT1,latent,1.4351608999999999,89.76027582,1.52105202,94.8359443,-0.05812524551420302,-0.0550059820503324
100,8,1.5,random,HT2,clamped,1.27723764,79.60256887,1.28942317,80.39035078,-0.00949531118976343,-0.009847789242613352
100,8,1.5,random,HT2,latent,1.14955866,72.50428732,1.2431251,78.1985205,-0.07825035626646921,-0.0756050323744771
100,8,1.5,scurve,HM,clamped,1.06671791,9.25990622,1.26500812,9.34132571,-0.17049198052255685,-0.008754259963531578
100,8,1.5,scurve,HM,latent,1.37499138,9.415419,1.4373465300000001,9.4387048,-0.04435126424282328,-0.002470102783527806
100,8,1.5,scurve,HT1,clamped,0.65585364,9.127380500000001,0.74599468,9.17692828,-0.128780814515733,-0.005413796457716596
100,8,1.5,scurve,HT1,latent,1.42703026,9.64873609,1.47626149,9.67635806,-0.033917328137964727,-0.0028586653804721952
100,8,1.5,scurve,HT2,clamped,1.07651736,9.47865959,1.12642229,9.49917006,-0.04531533090563464,-0.0021615198749239573
100,8,1.5,scurve,HT2,latent,1.49371159,9.74266005,1.52261134,9.75821064,-0.01916282508937455,-0.001594861433972724
100,8,1.5,sharp,HM,clamped,0.85433892,1.08236627,0.92316846,1.18005296,-0.07748375450563501,-0.08640968366955576
100,8,1.5,sharp,HM,latent,0.72146164,0.89935182,0.79638466,0.9894864,-0.09880310053964086,-0.09551171677715185
100,8,1.5,sharp,HT1,clamped,0.35441831,0.47019933999999997,0.51509043,0.69815932,-0.3738645953003342,-0.3952905964188451
100,8,1.5,sharp,HT1,latent,0.5257341,0.7161596400000001,0.63815725,0.8761261399999999,-0.19378915471465855,-0.20160697300141953
100,8,1.5,sharp,HT2,clamped,0.52276789,0.6804291299999999,0.60643015,0.83402901,-0.1484519921661429,-0.2035445132700528
100,8,1.5,sharp,HT2,latent,0.66233754,0.90976636,0.7568141199999999,1.04352803,-0.13334236992202514,-0.1371747683872795
100,8,1.5,zigzag,HM,clamped,1.48964956,12.73118223,1.6944083,12.753902539999999,-0.1287926966782476,-0.001783028483083023
100,8,1.5,zigzag,HM,latent,1.6060196,12.439319900000001,1.7267574300000001,12.49221878,-0.07248651217460216,-0.00424353747763502
100,8,1.5,zigzag,HT1,clamped,0.7882305599999999,12.278756040000001,0.9239382,12.356830890000001,-0.1588545503934243,-0.006338400754312763
100,8,1.5,zigzag,HT1,latent,1.2398228500000001,12.570363780000001,1.3392296300000002,12.67887055,-0.07712603914981613,-0.008594909180443746
100,8,1.5,zigzag,HT2,clamped,1.2175894,12.540931700000002,1.2981511399999999,12.541928989999999,-0.06406804974424461,-7.951963795900731e-05
100,8,1.5,zigzag,HT2,latent,1.59442738,12.77714265,1.66509411,12.8432077,-0.04336698198447739,-0.00515724379456147
100,8,2.0,random,HM,clamped,0.5684076,35.50430224,0.56708085,35.54340639,0.0023368808441566703,-0.0011007857875412663
100,8,2.0,random,HM,latent,0.46082115,27.23175546,0.4930152,30.43053282,-0.06752999844452634,-0.11106270097593883
100,8,2.0,random,HT1,clamped,1.4314654500000001,88.25097248,1.4302014,88.72004416,0.0008834362268352966,-0.005301125431614358
100,8,2.0,random,HT1,latent,1.23177045,77.87766804,1.32323955,83.63119553,-0.071630409802946,-0.07127736569290402
100,8,2.0,random,HT2,clamped,1.0452401999999998,65.00884958,1.0336123499999998,64.65301926000001,0.011186912958926789,0.0054886022615288675
100,8,2.0,random,HT2,latent,0.88493865,56.06358008,0.9848715,62.463115689999995,-0.10699285523791355,-0.10808982830145589
100,8,2.0,scurve,HM,clamped,0.71447563,9.10196309,0.76202321,9.06010514,-0.06442812551978663,0.004609389589450046
100,8,2.0,scurve,HM,latent,0.67186337,8.96460268,0.7357627600000001,9.00014331,-0.09085272841186141,-0.0039567134862031495
100,8,2.0,scurve,HT1,clamped,0.27258611,8.85607768,0.35394238,8.90915355,-0.26117956733817077,-0.005975270147684038
100,8,2.0,scurve,HT1,latent,0.8141559100000001,9.24482449,0.8779669699999999,9.2833074,-0.075457090049035,-0.004154003821439867
100,8,2.0,scurve,HT2,clamped,0.31281999,8.89899231,0.38197747,8.93594326,-0.19973371453082106,-0.004143665417292205
100,8,2.0,scurve,HT2,latent,0.6368788200000001,9.11384854,0.67847768,9.13707168,-0.06327218064321706,-0.0025448746971185555
100,8,2.0,sharp,HM,clamped,0.51124125,0.75672011,0.50824575,0.64642715,0.0058765018491918775,0.1575329410878399
100,8,2.0,sharp,HM,latent,0.40667505,0.58877229,0.45549929999999994,0.57753501,-0.11337971632524509,0.01927044055152284
100,8,2.0,sharp,HT1,clamped,0.47569485,0.95933043,0.43076325,0.60351841,0.09921794199194729,0.4634590269098376
100,8,2.0,sharp,HT1,latent,0.47354655,0.77834087,0.47695529999999997,0.60161383,-0.007172557557353638,0.2575488034033165
100,8,2.0,sharp,HT2,clamped,0.28053374999999997,0.45823436,0.38090654999999995,0.51130803,-0.30586003087078023,-0.10959145073256094
100,8,2.0,sharp,HT2,latent,0.39475125,0.5418632999999999,0.4715028,0.62169517,-0.17766922085819437,-0.13743613661848447
100,8,2.0,zigzag,HM,clamped,0.7368860700000001,12.104261509999999,0.81104241,12.02094155,-0.09588705213345937,0.00690732352109569
100,8,2.0,zigzag,HM,latent,0.71859652,11.911469239999999,0.7973876400000001,11.91467221,-0.10404090253299904,-0.0002688618319519761
100,8,2.0,zigzag,HT1,clamped,0.40067239,11.981214379999999,0.53458076,12.09136183,-0.2883387026814911,-0.009151344480032611
100,8,2.0,zigzag,HT1,latent,0.71737492,12.19707716,0.8272039800000001,12.30518141,-0.1424527102437477,-0.00882408053496534
100,8,2.0,zigzag,HT2,clamped,0.43937998,12.035478009999999,0.56082001,12.083207999999999,-0.24403541947123317,-0.003957931397141444
100,8,2.0,zigzag,HT2,latent,0.73574204,12.194999809999999,0.82679277,12.26435899,-0.11667451504927907,-0.005671396905949743
100,8,2.5,random,HM,clamped,0.33647615000000003,17.164451,0.33632298,18.14267983,0.0004553216430178318,-0.05542672149548441
100,8,2.5,random,HM,latent,0.28927977,12.870399990000001,0.29295311,14.688309019999998,-0.012618279954484925,-0.13212177222100951
100,8,2.5,random,HT1,clamped,1.27524922,78.49740468,1.2657733,78.75185699,0.007458386419017685,-0.00323629541256719
100,8,2.5,random,HT1,latent,1.05702977,67.16385815,1.15414781,73.40399959999999,-0.08789937369741965,-0.088843146898662
100,8,2.5,random,HT2,clamped,0.8470929700000001,52.768471129999995,0.81914721,51.66015339,0.03354664121006319,0.021227117779984133
100,8,2.5,random,HT2,latent,0.6733320899999999,43.18483062999999,0.77385565,49.63413558,-0.13914670229788778,-0.13918952359572623
100,8,2.5,scurve,HM,clamped,0.58736548,9.00300953,0.59504538,8.94158905,-0.012990421957000668,0.006845594186352814
100,8,2.5,scurve,HM,latent,0.48034372,8.83484306,0.5323298,8.8549475,-0.10276129110973434,-0.0022730001904383715
100,8,2.5,scurve,HT1,clamped,0.32472236000000004,8.89050695,0.37733717,8.93695041,-0.1501685975836665,-0.005210340895095931
100,8,2.5,scurve,HT1,latent,0.71785192,9.19541471,0.76162798,9.22826935,-0.05919491302408841,-0.003566569500438478
100,8,2.5,scurve,HT2,clamped,0.23873448,8.83632266,0.28715819,8.8676916,-0.18468127656982974,-0.003543713009563844
100,8,2.5,scurve,HT2,latent,0.50656768,9.02299616,0.53180969,9.03973245,-0.048627762114418174,-0.0018531302939724975
100,8,2.5,sharp,HM,clamped,0.33264947,0.7289718700000001,0.33856565000000005,0.66431933,-0.017628724497232042,0.0928721916117232
100,8,2.5,sharp,HM,latent,0.22431861,0.78846858,0.2639617,0.62791694,-0.16273660954220087,0.2276846612224209
100,8,2.5,sharp,HT1,clamped,0.73332796,1.7981330299999998,0.66867521,1.33516085,0.09229456693658554,0.29769714959101506
100,8,2.5,sharp,HT1,latent,0.66067657,1.5417907800000001,0.50259841,0.9113101399999999,0.27347295446371317,0.5258165855822717
100,8,2.5,sharp,HT2,clamped,0.30745871999999996,1.22003765,0.34010581,0.79097364,-0.1009159407454395,0.43337235559967613
100,8,2.5,sharp,HT2,latent,0.45218144000000005,1.11140029,0.3917111,0.69832267,0.14355893693155714,0.4646947478961363
100,8,2.5,zigzag,HM,clamped,0.41723453,11.79605943,0.43606912999999997,11.689174009999999,-0.04415230006524306,0.009102413928470901
100,8,2.5,zigzag,HM,latent,0.34233883,11.64597066,0.40127625,11.657086629999998,-0.1588491152584266,-0.0009540354044359154
100,8,2.5,zigzag,HT1,clamped,0.41507232,11.87603192,0.50330149,11.98667377,-0.19273660413034238,-0.009273268866463706
100,8,2.5,zigzag,HT1,latent,0.61302489,12.04112928,0.68461729,12.15498379,-0.11045444270007387,-0.009411044657403996
100,8,2.5,zigzag,HT2,clamped,0.30423466,11.869523919999999,0.39098281,11.92061316,-0.25086428329125643,-0.004294999929190376
100,8,2.5,zigzag,HT2,latent,0.50601823,11.98031389,0.56429703,12.05226778,-0.10900806549688026,-0.005988046227434541
100,12,1.5,random,HM,clamped,0.77412956,32.67204477,0.76457745,32.40615088,0.012415921480155427,0.008171565511915297
100,12,1.5,random,HM,latent,0.61307694,26.311153370000003,0.6488690800000001,27.8873052,-0.05674052869658595,-0.05817864273017511
100,12,1.5,random,HT1,clamped,1.5112722500000002,61.91137783,1.5178616600000001,62.43976103,-0.004350696000757449,-0.008498295791608212
100,12,1.5,random,HT1,latent,1.3022747899999998,55.04341548,1.39114617,58.6228097,-0.06601541634951173,-0.0630016186688658
100,12,1.5,random,HT2,clamped,1.11633829,47.09629099,1.13044743,47.70575736,-0.012559564841186368,-0.012857839618547818
100,12,1.5,random,HT2,latent,0.99396999,42.559423530000004,1.08516244,46.34155559,-0.08777795400027809,-0.08513778743177744
100,12,1.5,scurve,HM,clamped,0.7973199599999999,7.46666922,0.92239411,7.520440750000001,-0.14571652973191623,-0.007175734459456518
100,12,1.5,scurve,HM,latent,0.9891126,7.56512298,1.0334901600000002,7.59577211,-0.043888680513345144,-0.004043187631173268
100,12,1.5,scurve,HT1,clamped,0.5254741700000001,7.38108383,0.6011561,7.42284392,-0.13455359866576,-0.005641773112166312
100,12,1.5,scurve,HT1,latent,1.12370924,7.84315037,1.15535801,7.8596922099999995,-0.0277752265791937,-0.0021068600840431894
100,12,1.5,scurve,HT2,clamped,0.8276331,7.66355829,0.86393172,7.679763349999999,-0.04292379766506858,-0.0021123282696805614
100,12,1.5,scurve,HT2,latent,1.14414407,7.889508439999999,1.15624305,7.8952643799999995,-0.010519178672516595,-0.0007293028947278401
100,12,1.5,sharp,HM,clamped,0.57386361,0.7914255699999999,0.64228544,0.85958165,-0.11264106062720956,-0.08260997914224591
100,12,1.5,sharp,HM,latent,0.49781782,0.7259990999999999,0.5477214,0.80044443,-0.09553257670948717,-0.09761833575949086
100,12,1.5,sharp,HT1,clamped,0.23739311999999999,0.35350889,0.33617216,0.52377092,-0.3479059085610861,-0.3931457796241617
100,12,1.5,sharp,HT1,latent,0.34815314,0.54906554,0.42875380999999996,0.6731409100000001,-0.2082404442891966,-0.20373686858093445
100,12,1.5,sharp,HT2,clamped,0.34958951,0.53031,0.39996042000000004,0.6498582399999999,-0.13460595460173197,-0.20329250558050338
100,12,1.5,sharp,HT2,latent,0.43544052,0.71053994,0.49680877,0.8102107,-0.13184697512291343,-0.13126917740597327
100,12,1.5,zigzag,HM,clamped,1.0064363299999999,8.79649937,1.15029015,8.8179547,-0.13359850962049494,-0.0024361062256590895
100,12,1.5,zigzag,HM,latent,1.10942516,8.59407347,1.19045491,8.63183472,-0.07049350407762775,-0.004384246109928354
100,12,1.5,zigzag,HT1,clamped,0.54643819,8.4744897,0.63452357,8.5357469,-0.14945323415984457,-0.007202423605214364
100,12,1.5,zigzag,HT1,latent,0.7959798499999999,8.6655017,0.8691199199999999,8.73652847,-0.0879072419894648,-0.008163089446176776
100,12,1.5,zigzag,HT2,clamped,0.84417857,8.66880636,0.8983898100000001,8.672100440000001,-0.062240012927111614,-0.0003799201596105514
100,12,1.5,zigzag,HT2,latent,1.0601820100000001,8.81372866,1.11405191,8.85788767,-0.04956313733395568,-0.00499774339712325
100,12,2.0,random,HM,clamped,0.475424,19.82459889,0.47104630000000003,19.670523680000002,0.009250646783599487,0.0078022794507891045
100,12,2.0,random,HM,latent,0.3499155,13.54086753,0.3770664,15.312402030000001,-0.0747296024969085,-0.12295075317244643
100,12,2.0,random,HT1,clamped,1.3471444,55.13417083,1.3309786,54.88666851,0.012072631723434427,0.004499197406524022
100,12,2.0,random,HT1,latent,1.1042327,46.854004759999995,1.1958663,50.66899473,-0.07972015535225037,-0.07827769424021465
100,12,2.0,random,HT2,clamped,0.9080285,38.059643099999995,0.8933669999999999,37.602971440000005,0.016278295080073082,0.012071409592132055
100,12,2.0,random,HT2,latent,0.7523420000000001,32.2430766,0.8451492,36.15004473,-0.1163221720186958,-0.11437484482324241
100,12,2.0,scurve,HM,clamped,0.49841131,7.33003186,0.52817835,7.2836965199999995,-0.058008350928825905,0.006341365333786427
100,12,2.0,scurve,HM,latent,0.46156988,7.21554774,0.5049264499999999,7.24115417,-0.089779313338845,-0.0035425032539279752
100,12,2.0,scurve,HT1,clamped,0.20548358,7.1456159,0.26983264,7.18676285,-0.27243578689143977,-0.005741833057062185
100,12,2.0,scurve,HT1,latent,0.57322967,7.466914900000001,0.62215961,7.49480494,-0.08191021088600023,-0.0037281906896838666
100,12,2.0,scurve,HT2,clamped,0.23323429,7.17711947,0.2846399,7.20448576,-0.199181387763271,-0.003805739706055919
100,12,2.0,scurve,HT2,latent,0.45050689,7.3548903900000004,0.48222512,7.37126029,-0.06803768790767996,-0.002223243140518407
100,12,2.0,sharp,HM,clamped,0.4039138,0.5915482999999999,0.38538290000000003,0.49892336,0.04696410334901784,0.17029084010798762
100,12,2.0,sharp,HM,latent,0.298454,0.43623596,0.32382599999999995,0.45262593,-0.0815905173944114,-0.0368827331470699
100,12,2.0,sharp,HT1,clamped,0.3928638,0.6345472,0.3207751,0.44728561,0.20272273239025054,0.349714334551879
100,12,2.0,sharp,HT1,latent,0.39024030000000004,0.5818631599999999,0.3326409,0.46120102,0.15969917349125398,0.23240129979710406
100,12,2.0,sharp,HT2,clamped,0.1947882,0.33097883000000006,0.2544162,0.39135216,-0.2670586942587798,-0.16755340396393628
100,12,2.0,sharp,HT2,latent,0.274673,0.4146304,0.3150193,0.47846364999999996,-0.1370526075620311,-0.1431927204461208
100,12,2.0,zigzag,HM,clamped,0.47117877999999996,8.33927131,0.5455158999999999,8.28516808,-0.14649435505191846,0.006508901712856482
100,12,2.0,zigzag,HM,latent,0.49535229000000003,8.210156399999999,0.55230974,8.22235248,-0.10883980569255561,-0.0014843846826391813
100,12,2.0,zigzag,HT1,clamped,0.27879943,8.27161739,0.36842906,8.34839421,-0.27875554851258616,-0.009239147119500975
100,12,2.0,zigzag,HT1,latent,0.45534652000000003,8.40727028,0.53527083,8.49050518,-0.1617141315949765,-0.009851660461977536
100,12,2.0,zigzag,HT2,clamped,0.30645001,8.30620309,0.39022914999999997,8.34280047,-0.2416794881145633,-0.0043963518674249805
100,12,2.0,zigzag,HT2,latent,0.47335834,8.41184915,0.54099754,8.46477973,-0.1335620401836032,-0.006272669018019867
100,12,2.5,random,HM,clamped,0.28329683,9.68052769,0.28002099,10.04647816,0.01163065257687305,-0.037105728016268075
100,12,2.5,random,HM,latent,0.21912889,9.12099016,0.22088214999999997,8.128623189999999,-0.007969205858388702,0.1151868084733536
100,12,2.5,random,HT1,clamped,1.2058821899999999,49.20072996,1.18358474,48.947826379999995,0.01866365837459484,0.005153496885936915
100,12,2.5,random,HT1,latent,0.95729788,40.6160255,1.05504885,44.827117099999995,-0.0972277407676698,-0.09865054323979845
100,12,2.5,random,HT2,clamped,0.73442284,30.588628210000003,0.70435543,29.64834281,0.0418018381284788,0.031222080618877348
100,12,2.5,random,HT2,latent,0.56862629,24.33430414,0.66135109,28.269957840000004,-0.15106141409658316,-0.14991263252198375
100,12,2.5,scurve,HM,clamped,0.40550919999999996,7.27573373,0.40859744,7.22406523,-0.007586855730206159,0.0071268186318892745
100,12,2.5,scurve,HM,latent,0.32915588,7.14818245,0.36379227000000003,7.1748340399999995,-0.10005157996987525,-0.003721509470880064
100,12,2.5,scurve,HT1,clamped,0.22317177000000002,7.1775358,0.26807357,7.2127820499999995,-0.18331971375044878,-0.004898615979077901
100,12,2.5,scurve,HT1,latent,0.49716035,7.43082448,0.53521467,7.45325074,-0.0737553088764887,-0.0030134592360586726
100,12,2.5,scurve,HT2,clamped,0.16568045,7.125923330000001,0.20432444,7.14976037,-0.20964818950393105,-0.0033395335249005063
100,12,2.5,scurve,HT2,latent,0.34277824,7.2774485,0.36471358000000004,7.28789633,-0.06202862574319039,-0.0014346150968411314
100,12,2.5,sharp,HM,clamped,0.2948017,0.57623366,0.28843523,0.49610563999999996,0.021832372242955953,0.14972435024240283
